,ID,Equation,Name,Superclass,Base class,React,Prod,ReactStr,ProdStr,AtomicRegulon,Pathway
242,ACtex,ac_e <=> ac_p,Acetate transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-1S1;-7U1,-1S1;0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
243,CHRPL,chor_c --> 4hbz_c + pyr_c,Chorismate pyruvate lyase,U;U;SS,SS,U,U,-1U13;-2U7;-3U6;0U1;-4U3;-1S1;-5U2;-1D1;-2S1;-6U1,D1;U1;-1U8;-1S2;-2U6;-2S4;-3U3;-3S3;-4U2;-4S2;-5U1;-5S1,,
244,PMPK,4ampm_c + atp_c --> 2mahmp_c + adp_c,Phosphomethylpyrimidine kinase,U;U;SU,SU,U,U,-1S2;-1U2;-2U2;-3U2;-2S2;-4U2;0U1;-5U2;-6U2;0S1;-7U2;-2D2;-3S2;-8U2;-9U1;-3D1;-4S1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1,-2S2;-1U2;-2U2;-3S2;-3U2;0U1;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1,,
245,PSP_L,h2o_c + pser__L_c --> pi_c + ser__L_c,Phosphoserine phosphatase (L-serine),U;U;SU,SU,U,U,-1U5;-2U2;-3U2;0U2;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1,U1;-1U3;-2U3;-2S2;0U2;-1S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
246,ADSK,aps_c + atp_c --> adp_c + h_c + paps_c,Adenylyl-sulfate kinase,U;U;SU,SU,U,U,-2U1;-1U1;0U1;-3U2;-4U2;-5U2;-2S1;-6U2;-3S1;-7U2;-4D1;-3D1;-4S2;-8U2;-9U2;-5S1;-10U2;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-1S1;-2D1,-2U1;-1U1;0U1;-2S1;-3U2;-3S1;-4U2;-4S2;-5U2;-5S2;-6U2;-6S2;-3D1;-2D1;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-1S1;-1D1,,
247,HSDy,hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,Homoserine dehydrogenase (NADPH),U;U;SU,SU,U,U,-1D2;-1U1;-2U1;-3U1;-4U1;-5U1;-2S1;-6U1;0U1,D1;-1S1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;0U1,,
248,CYSTL,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,Cystathionine b-lyase,U;U;SS,SS,U,U,-1U12;-2U6;-3U5;-4U2;-1S1;-5U2;-2S1;-6U1,S1;U1;-1U7;-1S2;-2U5;-2S3;-3U2;-3S2;-4U2;-4S2;-5U1;-5S1,,
249,SHSL1,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,O-succinylhomoserine lyase (L-cysteine),U;U;SU,SU,U,U,S1;0D1;-1U1;-2U2;-3U2;-4U2;-5U2;-6U2;-1S1;-7U2;0U1;-2S1;-3S1,S1;0S1;-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;0U1,,
250,EX_ca2_e,ca2_e <=> ,Calcium exchange,U;U;SS,SS,U,U,-2U1;-3U1,-2U1;-3U1,,
251,Kt2pp,h_p + k_p --> h_c + k_c,Potassium transport in via proton symport (periplasm),U;U;SS,SS,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
252,GLYCLTtex,glyclt_e <=> glyclt_p,Glycolate transport via diffusion (extracellular to periplasm),D;;US,US,D,,0D1,,,
253,Htex,h_e <=> h_p,Proton transport via diffusion (extracellular to periplasm),;;US,US,,,,,,
254,H2Otex,h2o_e <=> h2o_p,H2O transport via diffusion (extracellular to periplasm),;;SD,SD,,,,,,
255,O2tpp,o2_p <=> o2_c,O2 transport via diffusion (periplasm),;;SS,SS,,,,,,
256,THD2pp,2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c,NAD(P) transhydrogenase (periplasm),;;SS,SS,,,,,,
257,GMHEPK,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,D-glycero-D-manno-heptose 7-phosphate kinase,U;U;DS,DS,U,U,0S1,0S1,,
258,GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c,GTP cyclohydrolase I,U;U;SU,SU,U,U,-1U2;0U1;-1S1;-2U1;-3U1,-1U2;0U1;-2S1;-2U1,,
259,CBL1abcpp,atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c,Cob(1)alamin transport via ABC system (periplasm),U;U;DS,DS,U,U,-2U1;-2S1;-2D1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3S1;-3U1;-4U1;-4S1;-5U1;-5S1;-2D1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
260,TKT2,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,Transketolase,U;U;SS,SS,U,U,S1;0S3;-2S1;-1S3;-1U2;-2U2;-3S1;-3U2;-4U2;-5U1,0S2;-1S3;-1U2;-2S1;-2U2;-3U2;-3S1;-4U1;-4S1,,
261,UDCPDP,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,Undecaprenyl-diphosphatase,U;U;SU,SU,U,U,0U2;-2D2;-1U2;-1S1;-2U2;-3U2;-4U2;-5U2;-6U2;-1D1;-7U2;-3S2;-2S1;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,0U2;-1U2;-2U2;-2S1;-3U2;-3S1;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D1;-2D1;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
262,ATPS4rpp,adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c,ATP synthase (four protons for one ATP) (periplasm),;;SS,SS,,,,,,
263,CYTK1,atp_c + cmp_c <=> adp_c + cdp_c,Cytidylate kinase (CMP),U;U;SS,SS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-1S1;-7U1,0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-1S1;-6U1;-6S1,,
264,CO2tpp,co2_p <=> co2_c,CO2 transporter via diffusion (periplasm),;;SS,SS,,,,,,
265,GK1,atp_c + gmp_c <=> adp_c + gdp_c,Guanylate kinase (GMP:ATP),U;U;SS,SS,U,U,-2U1;-1U1,-2U1;-1U1,,
266,Ktex,k_e <=> k_p,Potassium transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
267,O2tex,o2_e <=> o2_p,Oxygen transport via diffusion (extracellular to periplasm),;;SS,SS,,,,,,
268,D_LACtex,lac__D_e <=> lac__D_p,D-lactate transport via diffusion (extracellular to periplasm),U;U;US,US,U,U,0S1;0U1;-1U1;-2U1;-3U1;-4U1;-1S1;-5U1;-1D1;-2S1;-6U1;-2D1,0S1;0U1;-1U1;-1S1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;0D1;-5U1;-5S1;-1D1,,
269,DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,Dihydrofolate synthase,U;U;SS,SS,U,U,U1;0U12;-1U8;-2U8;-3U8;-4U7;-5U6;0S4;-6U4;-1D1;-2S3;-1S3;-7U3;-2D2;-3S2;-8U2;-3D1;-4S1;-9U1,0U11;-1U8;-1S5;-2U8;-2S8;-3U7;-3S7;-4U6;-4S6;0S2;-5U4;-5S4;-6U3;-6S3;-7U2;-7S2;-1D1;-8U1;-8S1,,
270,EX_ni2_e,ni2_e <=> ,Ni2+ exchange,U;U;SS,SS,U,U,-3U1;-3S1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-3D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-3D1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
271,GLCtex_copy1,glc__D_e --> glc__D_p,Glucose transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-1U1;-2U1;-3U1;-4U1;-2S1;-5U1;-6U1;-3D1;-3S1;-7U1,-1S1;-1U2;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-2D1;-6U1;-6S1,,
272,PItex,pi_e <=> pi_p,Phosphate transport via diffusion (extracellular to periplasm),;;SS,SS,,,,,,
273,ACt2rpp,ac_p + h_p <=> ac_c + h_c,Acetate reversible transport via proton symport (periplasm),U;U;SU,SU,U,U,0U3;-1U2;-2U2;-3U1;-4U1;-5U1;-6U1;-1S1;-7U1,-1S2;0U3;-1U2;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
274,EX_meoh_e,meoh_e --> ,Methanol exchange,U;U;SS,SS,U,U,-1U1;-2U1,-1U1,,
275,METS,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,Methionine synthase,U;U;SS,SS,U,U,S1;-1U3;-2U1;-3U1;-4U1;-1S1;-5U1;-2S1;-6U1,U1;-1U2;-2U2;0S2;0U1;-1S1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1,,
276,ASPO5,asp__L_c + fum_c --> h_c + iasp_c + succ_c,L-aspartate oxidase,U;D;SS,SS,U,D,U1;D1;0U2;-1D1;-2S1;-3U1,S1;0U2;0D2;-1S1;-1D1;-3S1;-3U1,,
277,EX_cu2_e,cu2_e <=> ,Cu2+ exchange,U;U;SS,SS,U,U,-3U1;-3S1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-3D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-3D1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
278,PRASCSi,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,U;U;SD,SD,U,U,U1;0U1,0U1;-1D1,,
279,FE2tex,fe2_e <=> fe2_p,Iron (II) transport via diffusion (extracellular to periplasm),;;SS,SS,,,,,,
280,DHPS2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,Dihydropteroate synthase,U;U;SS,SS,U,U,-1U3;-2U2;-3U2;-4U2;-1S2;-5U2;0U1;-6U1;-7U1;-2D1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1,0U2;-1U2;-1S2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1,,
281,MTHFC,h2o_c + methf_c <=> 10fthf_c + h_c,Methenyltetrahydrofolate cyclohydrolase,U;U;SS,SS,U,U,-2U1,-2U1;-3U1,,
282,MTHFD,mlthf_c + nadp_c <=> methf_c + nadph_c,Methylenetetrahydrofolate dehydrogenase (NADP),U;U;SS,SS,U,U,0U1;-3U1,0U1;-1U1;-3U1;-4U1,,
283,QULNS,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,Quinolinate synthase,U;D;SS,SS,U,D,0U2;0D1;-1D1;-2S1;-3U1,0S1;0U1;0D1;-1S1;-1D1;-3S1;-3U1,,
284,EX_cobalt2_e,cobalt2_e <=> ,Co2+ exchange,U;U;SS,SS,U,U,-3U1;-3S1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-3D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-3D1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
285,FORtppi,for_c --> for_p,Formate transport via diffusion (cytoplasm to periplasm),U;U;SS,SS,U,U,0S1;0U3;-1U2;-2U2;-1S1;-3U1,-1S1;0U2;-1U2;-2S1;-2U1,,
286,GLCTR1,icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c,Glucosyltransferase I (LPS core synthesis),D;D;DS,DS,D,D,0D1;0S1;-1D1,0D1,,
287,GLCTR3,ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c,Glucosyltransferase III (LPS core synthesis),D;D;DS,DS,D,D,0D1;0S1;-1D1,0D1,,
288,HEPT4,adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c,Heptosyltransferase IV (LPS core synthesis),D;D;DS,DS,D,D,0D1;0S1;-1D1,0D1,,
289,CBLAT,atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c,Cob(I)alamin adenosyltransferase,U;U;DU,DU,U,U,-1U2;-1S2;-1D2;-2U1;-3U1;-4U1;-5U1;-6U1;-2D1;-7U1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1,-1U1;-2S1;-2U1;-3U1;-3S1;-4U1;-4S1;-1D1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1,,
290,SO4tex,so4_e <=> so4_p,Sulfate transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
291,NH4tpp,nh4_p <=> nh4_c,Ammonia reversible transport (periplasm),;;SD,SD,,,,,,
292,PROt2rpp,h_p + pro__L_p <=> h_c + pro__L_c,L-proline reversible transport via proton symport (periplasm),U;U;SS,SS,U,U,U1,0U1,,
293,PROt4pp,na1_p + pro__L_p --> na1_c + pro__L_c,Na+/Proline-L symporter (periplasm),U;U;SS,SS,U,U,0U1;-1U1,U1;0U1;-1U1,,
294,MOBDabcpp,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,Molybdate transport via ABC system (periplasm),U;U;DU,DU,U,U,-1U4;-1S4;-2U3;-3U3;-4U3;-5U3;-6U3;-2D3;-1D3;-7U3;-3S3;-2S3;-8U3;-3D3;-4S3;-9U3;-4D3;-5S3;-10U3;-5D3;-6S3;-11U3;-6D3;-7S3;-12U3;-7D3;-8S3;-13U3;-8D3;-9S3;-14U3;-9D3;-10S3;-15U3;-10D3;-11S3;-16U3;-11D1;-12S1;-17U1,-1U2;-2U3;-2S3;-3U3;-3S3;-4U3;-4S3;-5U3;-5S3;-1S2;-6U3;-6S3;-7U3;-7S3;-8U3;-8S3;-1D2;-2D3;-9U3;-9S3;-3D3;-10U3;-10S3;-4D3;-11U3;-11S3;-5D3;-12U3;-12S3;-6D3;-13U3;-13S3;-7D3;-14U3;-14S3;-8D3;-15U3;-15S3;-9D1;-16U1;-16S1,,
295,MOBDtex,mobd_e <=> mobd_p,Molybdate transport via diffusion (extracellular to periplasm),U;U;DS,DS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
296,NI2tex,ni2_e <=> ni2_p,Nickel transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
297,DNTPPA,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,Dihydroneopterin triphosphate pyrophosphatase,U;U;SS,SS,U,U,-1U1;0U1;-1S1;-2U1;-3U1,-1U1;0U1;-2S1;-2U1,,
298,NH4tex,nh4_e <=> nh4_p,Ammonia transport via diffusion (extracellular to periplasm),;;SS,SS,,,,,,
299,FE3tex,fe3_e <=> fe3_p,Iron (III) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
300,MG2tex,mg2_e <=> mg2_p,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
301,Zn2tex,zn2_e <=> zn2_p,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
302,GLYCtpp,glyc_c <=> glyc_p,Glycerol transport via channel (periplasm),;U;DD,DD,,U,,-1U1,,
303,H2Otpp,h2o_p <=> h2o_c,H2O transport via diffusion (periplasm),;;SU,SU,,,,,,
304,CO2tex,co2_e <=> co2_p,CO2 transport via diffusion (extracellular to periplasm),;;SS,SS,,,,,,
305,ACGK,acglu_c + atp_c --> acg5p_c + adp_c,Acetylglutamate kinase,U;;SD,SD,U,,U1,,,
306,COBALT2tex,cobalt2_e <=> cobalt2_p,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
307,PPA2,h2o_c + pppi_c --> h_c + pi_c + ppi_c,Inorganic triphosphatase,U;U;DS,DS,U,U,-1U1;-1S1;-1D1;-2U1;-3U1;-4U1;-5U1;-6U1;-2D1;-7U1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1,-1U1;-2S1;-2U1;-3U1;-3S1;-4U1;-4S1;-1D1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1,,
308,HMBS,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,Hydroxymethylbilane synthase,U;U;SS,SS,U,U,-1U1;-2U1;-3U1;-4U1;0U1,-1U1;-2U1;-2S1;-3U1;-3S1;0U1;-1S1,,
309,MEPCT,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,U;U;SS,SS,U,U,0U2;-1U2;-2U2;-3U2;0S1;-4U2;-5U1,0U2;-1U2;-1S1;-2U2;-2S2;0S1;-3U2;-3S2;-4U1;-4S1,,
