Blattner,pdxBJ_20nM PN_Ave,WT_5uM PN_Ave,FoldChange
b4606,9.69398448,11.95174363,-0.302059429
b2471,6.745258081,6.65733793,0.018928241
b2472,7.434384907,6.971268951,0.092792096
b4547,7.793478419,7.802020196,-0.001580351
b2473,6.367542073,6.919993794,-0.120034157
b4628,1.941102632,2.414863854,-0.315065455
b2474,5.046066167,4.950848212,0.027483406
b2475,7.087432028,6.887242168,0.041336588
b2476,6.171234165,7.279474871,-0.238275342
b2477,8.926394325,8.183109439,0.125428393
b2478,10.38429905,9.699712915,0.098389883
b2479,7.227473272,1.540772263,2.229837731
b2480,8.894782293,7.863606766,0.177768116
b2481,0.15081968,0.221923469,-0.557237551
b2482,2.202402705,2.378453051,-0.110945261
b2483,1.731659477,2.664404485,-0.621657857
b0252,3.246027862,3.194868969,0.02291862
b2484,1.627007837,2.486710024,-0.612017084
b2485,1.955113642,2.165847435,-0.147679154
b2486,3.000725576,2.749338636,0.126226772
b2487,3.030706456,2.8666711,0.080277734
b2488,3.081442874,3.201335268,-0.055067729
b2489,3.080473134,2.92627777,0.074085233
b2490,2.977737494,2.788576345,0.094687808
b2491,2.712306017,2.563839938,0.081213764
b2492,4.353099201,4.153600795,0.067680333
b2493,6.92306219,6.373300007,0.119369734
b0253,4.617901432,4.296675487,0.10401656
b2494,6.994467229,5.953695789,0.232428664
b2495,9.327004536,8.050578729,0.212321322
b2496,5.689978716,5.488927643,0.051898935
b2497,4.922085962,4.304230707,0.193514446
b2498,7.787323937,7.816192812,-0.005338416
b2499,0.166954259,6.713058672,-5.329445449
b2500,6.03513826,6.496472752,-0.1062698
b2501,6.995553209,6.826512336,0.035289456
b2502,6.842608455,6.849447824,-0.001441292
b2503,3.003979275,2.876000509,0.062810928
b0254,3.860727813,3.525051003,0.131228714
b2504,7.460685163,7.148100823,0.061748145
b2505,2.487067678,2.6625941,-0.098386747
b2506,3.809800875,3.6327526,0.068652477
b2507,7.213861143,7.77157066,-0.107434548
b2508,6.202738955,6.731813814,-0.118089866
b2509,7.459628807,6.12277169,0.284918955
b2510,6.85188791,6.455971428,0.085867357
b2511,7.432281274,7.307119623,0.024502276
b2512,8.263990472,7.967105331,0.052782942
b2513,8.40624267,8.112482324,0.051317675
b4587,5.519547529,4.648064773,0.247919832
b2514,8.575000303,8.324207569,0.042823782
b2515,8.494785249,8.348756859,0.025016082
b2516,8.252216917,7.947512258,0.054278408
b2517,6.976059243,6.681072376,0.062332604
b2518,6.026772,5.535163488,0.122759557
b2519,3.879058806,3.860757909,0.006822555
b2520,6.588701372,7.059601115,-0.099592531
b2521,7.601896555,8.922388185,-0.231070523
b4440,6.601793108,6.172455068,0.097013498
b2522,5.783063361,5.413262177,0.095335646
b0256,5.506949759,4.026968118,0.451559396
b2523,6.697171158,6.21656733,0.107433668
b2524,6.610400145,6.500837564,0.024111998
b2525,6.690227213,6.556422987,0.029146276
b2526,6.127380502,5.804564565,0.078082598
b2527,4.876520164,4.695001164,0.054726507
b2528,7.662780419,7.879675414,-0.040268237
b2529,7.525427609,7.887545992,-0.067802952
b2530,6.224096568,6.41563529,-0.043727687
b2531,6.591898556,6.538508794,0.011732396
b2532,7.116105057,7.779596327,-0.128607488
b4690,5.652146084,4.986636651,0.180731668
b2533,6.414865331,5.551506539,0.208539643
b2534,2.786956649,2.430468655,0.197456033
b2535,4.273978171,4.263554819,0.003522733
b2536,5.206915659,4.706264524,0.145846626
b2537,4.351194652,4.891946678,-0.168997121
b4706,0.231646084,0.817555759,-1.819394835
b2538,5.234366024,3.849741812,0.443253119
b2539,1.894864614,1.338226001,0.501772993
b2540,4.939154566,3.843214905,0.361950466
b2541,4.687511742,3.669263698,0.353331714
b0027,8.974330742,8.072030925,0.152872653
b0258,4.829026163,4.097304204,0.23705727
b2542,4.550639414,3.746834953,0.280396845
b2543,7.895385863,7.069388833,0.159424279
b2544,4.475532216,3.845430849,0.218914004
b2545,4.535344177,3.854526475,0.2346584
b2546,3.348266852,2.79655315,0.259764763
b2547,2.984675841,2.820492597,0.081627102
b2548,3.152838979,2.464901341,0.355121588
b2549,2.340088571,2.438546468,-0.059458328
b2550,4.19317657,3.865618843,0.11734419
b2551,9.560300361,10.01030105,-0.066357513
b0259,6.488010037,7.047721346,-0.119380832
b2552,4.365808554,4.050172251,0.108265602
b2553,8.656690209,8.055036213,0.103924457
b2554,5.709890772,5.12333852,0.156378928
b2555,5.490653982,4.762969733,0.205116615
b2556,5.678647339,4.87204283,0.221020503
b4441,7.22095116,7.433665022,-0.041884794
b2557,4.542903826,6.38967821,-0.492128514
b2558,3.296756867,2.929546315,0.170370235
b2559,5.549743119,5.204010839,0.092797028
b2560,6.59793088,6.172086864,0.096255298
b0260,3.795230288,3.394472328,0.161000104
b2561,4.011840701,3.656680953,0.133729565
b2562,5.027735658,4.014861094,0.324558725
b4687,5.989978628,6.307124969,-0.074431663
b4608,2.655153121,2.042562743,0.378414667
b2563,7.358179153,0.226394233,5.022439689
b2564,1.355191894,8.03867818,-2.568461145
b2565,5.791461706,6.127915398,-0.081468864
b2566,7.603302279,7.418595831,0.035480005
b2567,7.836522913,7.348749637,0.092714867
b2568,7.575178851,6.951198749,0.124018156
b0261,6.16267216,6.862854144,-0.155252648
b2569,7.689053249,7.047926325,0.125607127
b2570,7.525593842,5.811970184,0.372778127
b2571,4.022652609,1.945696502,1.047860464
b2572,10.23772793,8.61072919,0.249688251
b2573,10.13723441,8.154352133,0.314021953
b2574,5.736987073,5.501607203,0.060440128
b2575,5.281786637,4.773087368,0.146103279
b2576,6.058089193,6.060346584,-0.000537483
b2577,4.819993439,4.822184997,-0.000655817
b2578,5.481505742,4.886640713,0.165729213
b0262,3.288088809,3.391660844,-0.044742646
b2579,15.46417753,16.00323432,-0.049433404
b2580,6.713714705,6.802745501,-0.019005885
b2581,8.205573773,8.71884267,-0.087532428
b2582,5.36357523,6.127023368,-0.191991367
b2583,3.66166604,3.874599359,-0.081546924
b2584,5.418494259,6.584266079,-0.28113064
b2585,7.502869502,7.108202172,0.07795775
b2586,5.819453233,6.149230228,-0.079522212
b2587,8.065606735,8.544864308,-0.083274518
b2588,1.305873295,2.372100528,-0.861150228
b0263,3.188863084,3.289401272,-0.044782857
b2589,9.175353978,9.159732298,0.002458382
b2590,7.326317752,6.819152348,0.103495857
b2591,9.249528404,9.641050217,-0.0598105
b2592,7.562535347,7.754114143,-0.036091992
b4609,7.14513664,6.769457482,0.077921383
b2593,6.888083583,6.380912152,0.110339977
b2594,7.198270446,6.559656601,0.134030015
b2595,9.080121037,8.324423032,0.125361247
b2597,14.41255524,14.78986445,-0.037282693
b2598,8.866261247,8.177907212,0.116594179
b4576,4.982415672,6.441944874,-0.370650928
b2599,10.03877727,9.52929146,0.075142706
b2600,6.254226165,7.413475484,-0.245318655
b2601,6.272719411,7.709022816,-0.297456968
b2602,6.333839603,5.467262139,0.212261783
b2603,6.693309101,6.190116959,0.112752972
b2604,5.536065167,5.357050229,0.047422102
b2605,6.265498133,6.676623901,-0.09168956
b2606,10.60025107,11.94403686,-0.172192087
b2607,10.05911691,11.12881112,-0.145795823
b2608,9.807985297,10.80972568,-0.140301191
b2609,10.17414195,11.07110804,-0.121892492
b2610,7.72130822,8.121812634,-0.072956442
b2611,6.175792436,5.549705225,0.154213121
b4461,5.937641967,5.70050628,0.058800048
b2614,9.237876685,9.609144447,-0.056846698
b2615,7.028314971,6.264972737,0.165870615
b2616,4.510523368,3.8915602,0.212946168
b2617,9.520509478,9.118515687,0.062239778
b2618,5.494214245,4.927379708,0.157092518
b2619,6.403763515,6.16371406,0.055120096
b0256,4.450131133,4.026968118,0.144153799
b2620,7.573832298,7.787018685,-0.040047611
b2621,17.55003109,17.76793153,-0.017802152
b2622,6.275251544,6.433228421,-0.035869624
b2623,3.74250267,4.107970423,-0.134422449
b2624,3.697996256,3.185501171,0.215223396
b2625,1.131314801,1.933833259,-0.773462975
b2626,2.077887338,2.378497828,-0.194933274
b2627,5.483472062,5.100635408,0.104412697
b2628,5.742028291,5.134514149,0.16133267
b2629,4.498334362,3.834666821,0.230289668
b4505,5.253408347,5.13863364,0.031868931
b2630,8.00213957,7.159204427,0.160586516
b2631,7.713755947,7.271823266,0.085116365
b2632,3.170315021,2.881765533,0.137673243
b2633,2.63175316,3.155510698,-0.261849334
b2634,2.592728836,2.668690641,-0.041660748
b2635,0.18009718,0.2216947,-0.299798689
b2636,3.44310155,2.967870014,0.214280825
b2637,4.275283507,3.638983007,0.232484778
b2638,4.275375323,3.32564794,0.362415626
b2641,4.357068204,3.334880232,0.385722747
b0028,8.21808917,6.917856029,0.248477995
b0266,5.567839576,4.389614849,0.343023283
b2642,3.318274538,3.551063024,-0.097817713
b4644,1.867171801,2.691426864,-0.527516545
b2643,2.671110658,3.020060655,-0.17713778
b2644,2.340001459,2.403013867,-0.038335544
b4548,2.513241788,2.306916031,0.123583981
b2645,2.695412095,2.332595803,0.208569524
b2646,2.302842453,2.137500193,0.107491163
b4645,4.320722269,4.675754755,-0.113926763
b2647,4.242058779,3.620391669,0.228618829
b2648,2.441201868,2.295794779,0.088597914
b0267,1.906935015,2.59916994,-0.446795284
b2649,1.305409698,2.449383859,-0.907916223
b2652,1.406794775,1.652168114,-0.231948612
b4462,1.144854547,2.340501478,-1.03165336
b2659,3.477024112,4.076403867,-0.229443921
b2660,4.99230744,4.211947663,0.245219272
b2661,6.476485163,5.477565277,0.241676292
b2662,7.668986724,6.210482474,0.304330621
b2663,4.935404184,3.089333184,0.675872765
b2664,6.818657536,5.509263307,0.307628312
b2665,10.85478906,9.781246293,0.150241485
b0268,3.024701349,3.770544053,-0.317980004
b2666,7.751180607,6.387670209,0.279126239
b2667,4.145199249,3.979815979,0.058739726
b2668,4.945325338,5.053282421,-0.031155378
b2669,5.656776969,5.034443217,0.168148058
b2670,8.010969779,8.74865665,-0.127084609
b2671,7.219813444,6.336261816,0.18832961
b2672,11.3560028,10.37828066,0.129887654
b2673,8.568565653,9.656538802,-0.172452453
b2674,8.032435434,9.043686503,-0.171073503
b2675,7.126082105,7.868783788,-0.143031562
b0269,3.199591757,3.709238608,-0.213235236
b2676,6.733087962,7.720599791,-0.197444618
b2677,4.713370301,5.085178562,-0.109539404
b2678,5.1076323,5.358378349,-0.069141783
b2679,5.480567312,6.065143909,-0.146216638
b2681,3.040713578,2.545417888,0.2565074
b2682,7.005168305,6.177954153,0.181290548
b2683,6.296050346,5.392068752,0.223608185
b2684,7.164070429,6.58746651,0.121055798
b2685,4.717282912,3.921438906,0.266573003
b2686,4.673863114,3.886436773,0.266167436
b0270,2.981067856,2.933588758,0.023162572
b2687,9.85942915,9.443786912,0.062138629
b4442,7.961305225,8.315381029,-0.062777398
b2688,7.712159063,7.69115646,0.003934266
b2689,7.114157889,6.756340008,0.074451061
b2690,6.852943567,6.612224388,0.051588123
b2691,4.874851825,3.957472672,0.30077898
b2692,5.60144897,4.7881209,0.226340488
b2693,6.707759177,5.792476938,0.211650499
b2694,7.508811591,7.301374911,0.040416431
b2695,9.029500557,8.634504904,0.064532734
b0271,3.317736515,3.380971576,-0.027238571
b2696,11.99448204,11.97372615,0.002498679
b2697,8.436248247,8.832958674,-0.066295213
b2698,3.746325772,3.704987727,0.016007595
b2699,8.769094922,9.113571855,-0.055588649
b2700,5.969263202,5.959318895,0.002405417
b2701,5.355523539,4.705588587,0.186652425
b2702,4.323001762,6.733716251,-0.639369505
b2703,3.302811005,4.283573073,-0.375120282
b2704,3.178158346,3.710081153,-0.223259738
b2705,4.780083975,4.977756359,-0.058459655
b0272,5.274226551,5.504704675,-0.061705623
b2706,4.021921852,3.915726844,0.038604922
b2707,5.652280042,7.01449737,-0.311506784
b2708,5.26547195,5.705453693,-0.115778766
b2709,3.464611456,3.322759216,0.060311816
b2710,2.968773223,2.868357881,0.049641855
b2711,2.683713027,2.439749924,0.137497132
b2712,3.743906102,4.112653189,-0.135525165
b2713,3.990466281,4.211099786,-0.077639729
b2714,6.187761043,5.069435783,0.287592297
b2715,4.367583194,3.431272165,0.34809162
b0273,7.121607021,8.915552277,-0.324121341
b2716,4.609645967,4.075884835,0.177542664
b2717,5.911948581,6.163715522,-0.060166556
b2718,4.589278377,4.19541024,0.129455432
b2719,3.469589977,3.352977772,0.049322262
b2720,3.041966685,2.993023515,0.023400739
b2721,2.549755677,3.27246129,-0.360017115
b2722,2.034289272,3.597324955,-0.822399645
b2723,2.001300461,3.429996131,-0.77726917
b2724,1.645826511,3.213099199,-0.965153255
b2725,2.965914336,4.314308341,-0.540652359
b4688,4.603965839,4.819373223,-0.065968402
b2726,4.753607887,5.709383045,-0.264311953
b2727,5.303327845,6.054110933,-0.191017174
b2728,0.693512029,0.729502864,-0.072992736
b2729,5.392329243,5.234240028,0.042928503
b2730,5.57350776,5.436673608,0.035861374
b2731,3.882575804,3.409587326,0.187416957
b2732,3.189036908,3.709233136,-0.218000154
b2733,5.118740534,5.233458556,-0.031975795
b2734,1.714757435,2.383663299,-0.475175953
b2735,5.402537616,5.436497595,-0.009040298
b4576,5.440572298,6.441944874,-0.243737897
b2736,3.611173407,2.726083884,0.405637744
b2737,3.746007792,3.021428567,0.310123066
b2738,3.277434001,2.773410101,0.240905767
b2739,3.272850881,2.803632518,0.223250609
b2740,3.7491924,3.255487393,0.203706312
b2741,11.1639259,10.68778693,0.062881302
b2742,10.82478661,9.711465907,0.156577599
b2743,7.564306349,7.130119184,0.0852816
b2744,6.551916337,6.256541006,0.066551666
b2745,6.580635157,6.549300469,0.006886018
b0029,7.909096914,6.84649109,0.208148194
b0022,4.673564968,4.400980617,0.086698431
b2746,0.792737256,0.901738149,-0.185865778
b2747,5.988918211,5.946361812,0.010288182
b2748,7.566601506,7.330089186,0.045814716
b2749,8.134910401,5.257865113,0.629649325
b2750,1.141515042,0.250621483,2.187367879
b2751,10.15638293,7.364646615,0.46369849
b2752,10.41897644,7.918777555,0.395863915
b2753,5.767853861,4.887448702,0.238953052
b2754,5.93686799,5.199471037,0.191337175
b2755,5.243310185,4.273320404,0.295120405
b0276,4.985799335,5.542359707,-0.152675527
b2756,5.175929654,4.372265218,0.243437093
b2757,5.434088162,4.155106795,0.387152414
b2758,3.805812831,3.370838056,0.175097294
b2759,3.621806094,3.312900264,0.128614537
b2760,2.968613941,2.585242268,0.199490003
b2761,3.939639131,4.161724969,-0.079118141
b4701,3.231059057,2.451187055,0.398526537
b2762,9.448231982,5.861727997,0.688718364
b2763,9.150795705,2.217367639,2.045049209
b2764,8.585243095,6.478506309,0.406197763
b0277,4.403451225,4.084420767,0.108503189
b2765,6.0390011,4.823804558,0.32413848
b2766,3.524131623,4.795803454,-0.444504726
b2767,3.600575162,3.859322667,-0.100120285
b2768,3.129349469,3.535696245,-0.176131557
b2769,3.283256084,2.934227391,0.162146602
b2770,3.041263967,2.944473281,0.046661459
b2771,2.012196612,2.197470144,-0.127072286
b4463,2.267603825,2.31844691,-0.031990083
b2774,2.161731275,2.42823533,-0.167721053
b2775,2.745795779,2.511499292,0.128675459
b0278,2.924432872,2.970149243,-0.022378551
b2776,3.26042251,2.997076317,0.121503111
b2777,6.309214948,5.986388278,0.075774647
b4682,1.085422082,2.33971982,-1.108079614
b2778,1.367097148,2.115259526,-0.629718915
b2779,11.53896303,11.81348769,-0.033921374
b2780,9.372442332,8.856688924,0.081657596
b2781,6.877093751,6.477988565,0.086253092
b2782,0.178092549,0.152899856,0.220040111
b2783,7.530291047,7.214602353,0.061785746
b2784,6.958176745,6.714249027,0.051483279
b0279,1.476519949,2.297455021,-0.637835768
b2785,6.346051815,6.555100054,-0.0467585
b2786,4.605999101,4.681186492,-0.023360112
b2787,4.139008385,3.725268997,0.151940567
b2788,3.221917588,2.520179744,0.354392959
b2789,2.405278342,2.811640624,-0.225208351
b2790,8.40481099,8.505183472,-0.017126982
b2791,5.692121717,5.154164753,0.143227858
b2792,5.352169487,4.605483955,0.216771036
b4408,16.52064172,16.80204936,-0.024367483
b2793,7.087884363,5.897934973,0.265145151
b0280,6.98976791,6.915410584,0.015429643
b2794,6.096202113,5.623856158,0.11635104
b2795,7.55737698,8.744618899,-0.210509921
b2796,5.192342391,4.728561251,0.134984235
b2797,3.868009339,3.955143593,-0.032138795
b2798,4.225630948,4.233008328,-0.002516554
b2799,5.758434536,5.855904958,-0.024215479
b2800,5.06729431,5.419633972,-0.096979796
b2801,2.28372176,3.8958315,-0.770544391
b2802,3.15445373,3.331997335,-0.078997058
b2803,4.418966195,3.916787955,0.174037868
b0281,5.98365869,5.025146126,0.251862337
b2804,6.098930728,4.977748736,0.293062921
b2805,5.674709436,5.872454666,-0.049417147
b2806,7.123412042,6.071873449,0.230426721
b2807,6.895000818,5.946509228,0.213507709
b2808,5.788469793,5.002886339,0.21042134
b4443,7.36285439,6.857106536,0.102665234
b2809,8.422716257,6.56682962,0.359088541
b2810,6.131297692,5.605577148,0.129329533
b2811,6.8906302,6.60362201,0.061378391
b2812,6.310802765,5.609119927,0.170049106
b2813,6.453813439,5.523453957,0.224581171
b2814,8.484382157,7.258454273,0.225147254
b2815,9.584416243,8.298305292,0.20787383
b2816,6.908218523,5.805664241,0.25085258
b2817,5.491979241,4.712645865,0.220788899
b2818,6.068460026,6.870951194,-0.179179381
b2819,5.377279173,5.357408146,0.005341164
b2820,5.462670764,5.23981196,0.060091435
b2821,6.189955473,5.393018892,0.198835944
b2822,5.807326949,5.238330391,0.148767203
b0282,5.162938375,4.16051371,0.311430705
b2823,5.248246152,4.911070013,0.095797997
b2824,4.098660162,3.705828047,0.145356434
b2825,4.100463,4.233005083,-0.045895402
b2826,3.117720408,3.659559322,-0.231178377
b2827,7.305941097,7.164609427,0.028182063
b2828,7.045110996,6.653853619,0.082432308
b2829,7.669948958,7.334090268,0.064598954
b2830,9.123164886,8.868189525,0.040894789
b2831,5.572811357,4.432317625,0.330344048
b2832,6.089927765,5.727869329,0.088426535
b0282,4.61885923,4.16051371,0.150774905
b2833,9.242858505,8.466447736,0.126582312
b2834,8.72206347,8.371501695,0.05918305
b2835,6.01695262,5.744998204,0.066726555
b2836,5.956454594,5.590918724,0.091368492
b4444,3.63568979,3.054498888,0.251293394
b4445,3.900927211,3.511684601,0.151653803
b2837,6.413216735,6.263097252,0.034171883
b2838,5.794407379,7.165552873,-0.306416905
b2839,4.177556636,3.945276336,0.082533034
b2840,7.14994073,5.93872556,0.267777918
b0030,4.20731969,4.789566658,-0.186993688
b0283,4.281233718,3.417905209,0.32491421
b2841,4.816425959,4.012035033,0.263628784
b2842,5.193665158,4.695717209,0.145407477
b2843,4.054916861,3.781480331,0.10072122
b2844,5.176725695,6.501931655,-0.328828517
b2845,2.886772083,2.925623373,-0.019286849
b2846,3.593209181,3.058746393,0.23233243
