Blattner,WT_5uM PN_Ave
b0730,5.051978886
b0731,2.071149282
b0732,3.622941659
b0733,10.91009207
b0734,10.97675884
b4515,12.05012321
b0735,9.920647549
b0736,6.652215019
b0737,6.255092644
b0738,6.610765321
b0077,8.905186044
b0739,7.471773162
b0740,8.896930159
b0741,10.94009518
b0742,7.524388875
b0743,9.173991091
b0744,7.73275936
b0745,7.07549461
b0746,5.444053599
b0747,4.767757582
b0748,4.699982688
b0078,9.066297696
b0749,3.423643588
b0750,6.272608001
b0751,7.152551378
b0752,5.852521276
b0753,5.031218311
b0754,10.72013087
b0755,12.77359537
b0756,7.087912763
b0757,6.665654643
b0758,5.65697898
b0080,7.412914621
b0759,6.928054134
b0760,5.755441555
b0761,5.824116577
b0762,8.02143191
b0763,5.665719497
b0764,4.95687475
b0765,4.617009526
b0766,4.754905597
b0767,7.476150378
b0768,2.984115776
b0081,8.75145997
b0769,1.567797754
b0770,1.922287119
b0771,2.648296232
b0772,5.860815156
b0773,6.094080121
b0774,2.844901797
b0775,2.701759749
b0776,2.547382115
b0777,2.439923136
b0778,2.663999743
b0082,8.352776366
b0779,6.880185036
b0780,5.152992594
b0781,5.928318518
b0782,7.747456735
b0783,6.409879613
b0784,6.652825349
b0785,6.525636444
b0786,8.701006512
b0787,3.238780852
b0788,3.612324904
b0009,6.010685842
b0083,8.12972908
b0789,4.248830423
b0790,4.481223279
b0791,6.682590913
b0792,4.086658474
b0793,4.249456756
b0794,4.634378568
b0795,5.64507498
b0796,4.933655887
b0797,6.125630762
b0798,6.005495734
b0084,6.497967835
b0799,5.329373194
b0800,7.428967158
b0801,8.154562094
b0802,5.681929043
b0803,5.914626865
b0804,5.521146247
b0805,5.137053459
b0806,5.834759231
b0807,4.743285582
b0808,3.551468568
b0085,7.131046531
b0809,8.587062763
b0810,8.122217816
b0811,10.38877426
b0812,10.62453943
b0813,4.480195151
b0814,12.32011926
b0815,4.132620984
b4705,10.78014618
b0817,6.470919713
b0818,4.376944653
b0086,6.993968301
b0819,7.596295615
b0820,6.7859387
b0821,4.076770771
b0822,4.453766318
b0823,3.322608773
b0824,2.613725144
b0825,4.593855092
b0826,0.304620573
b0827,6.75467336
b0828,7.72651426
b0087,7.621219424
b0829,6.236814086
b0830,6.424831391
b0831,5.426101803
b0832,4.8370122
b0833,2.737788355
b0834,2.886589694
b0835,5.319350884
b0836,11.98070914
b0837,4.213927778
b0838,8.780050891
b0088,7.425052138
b0839,6.639623855
b0840,5.615250605
b0841,5.115150546
b0842,4.803477184
b0843,5.47621066
b0844,6.195727092
b0845,4.755974028
b0846,4.863793798
b4417,4.381765564
b0847,5.917725012
b0089,6.989635971
b0848,5.83896738
b0849,6.335520136
b0850,5.674729827
b0851,5.437637625
b0852,5.268045781
b0853,7.631054426
b0854,5.438316213
b0855,4.1601127
b0856,3.732639547
b0857,4.223949372
b0090,7.797298355
b0858,3.875200734
b0859,4.661640787
b0860,8.73533963
b0861,6.512801842
b0862,6.132310228
b0863,7.715282133
b0864,5.980851806
b0865,6.272603781
b0866,8.392846364
b0867,6.466589431
b0091,7.649979582
b0868,5.307313082
b0869,5.649777632
b0870,6.980141213
b0871,5.872168899
b0872,4.511816315
b0873,3.540489308
b0874,5.152645597
b0875,5.262592205
b0876,5.885920599
b0877,5.955280491
b0092,8.237119255
b0878,6.227430588
b0879,5.447022183
b0880,12.26405072
b0881,9.472907808
b0882,10.17712822
b0883,4.140290376
b0884,10.858571
b0885,5.916841947
b0886,6.673546782
b0887,5.951519852
b0010,4.787586644
b0093,7.717099214
b0888,7.288195025
b0889,9.663785271
b0890,7.28295941
b0891,8.116838139
b0892,6.612260162
b0893,9.718499295
b0894,5.412503228
b0895,6.083897061
b0896,6.81009783
b0897,6.235095303
b0094,8.446143854
b0898,5.043549135
b0899,2.965810493
b0900,3.45417126
b0901,3.547874832
b0902,7.179629398
b0903,12.34911444
b0904,9.716432876
b0905,6.202665801
b0906,4.253400186
b0907,9.856649498
b0095,9.748262001
b0908,8.165014356
b0909,3.356761952
b0910,7.803236471
b0911,10.75784897
b0912,11.08618679
b0913,3.966118368
b0914,6.259800621
b0915,5.575431633
b0916,3.853258406
b0917,8.358540976
b0096,10.09082329
b0918,7.490308448
b0919,7.952770833
b0920,5.236941728
b0921,6.741366074
b0922,6.009361882
b0923,2.80532775
b0924,6.863677641
b0925,6.736754572
b0926,8.407354597
b0927,8.244952524
b0097,6.970048307
b0928,9.222709408
b0929,12.33574523
b0930,8.192905272
b0931,7.282839884
b0932,7.416486393
b0933,4.455026733
b0934,2.368005085
b0935,2.574228433
b0936,2.547792742
b0937,2.951722245
b0098,8.125543909
b0938,3.071290388
b0939,2.266953779
b0940,2.749593729
b0941,3.95031879
b0942,3.297492483
b0943,3.592815139
b0944,4.163601583
b0945,5.046980829
b0946,7.023576481
b0947,6.811807691
b0099,5.216856796
b0948,5.701231182
b0949,5.910095862
b0950,4.924712507
b0951,5.224032709
b0952,5.987619102
b0953,11.77857127
b0954,10.05708303
b0955,6.650305383
b0956,6.946737041
b0957,13.56839244
b0101,7.181678694
b0958,6.830156391
b0959,5.4059979
b0960,4.837851029
b0961,5.500411333
b0962,6.284208699
b0963,9.845874166
b0964,3.924221447
b0965,9.528526122
b0966,9.019686504
b0967,6.02763094
b0102,6.119364294
b0968,6.77702063
b0969,6.77036282
b0970,9.078558204
b0971,4.371151432
b0972,2.793667934
b0973,2.438956153
b0974,2.933906468
b0975,3.391939334
b0976,2.749981459
b0977,2.703460468
b0103,5.242025668
b0978,3.946671347
b0979,4.3004978
b4592,5.0749936
b0980,3.804679836
b0981,3.901167175
b0982,2.977260458
b0983,2.626643985
b0984,2.477450547
b0985,2.110063606
b0986,2.409767029
