Blattner,pdxBJ_20nM PN_Ave
b0729,9.580174105
b0076,5.074235423
b0730,4.703233506
b0731,2.140258245
b0732,3.990318381
b0733,11.13109943
b0734,10.8507465
b4515,11.44468448
b0735,9.842929127
b0736,7.997632385
b0737,7.31803871
b0738,6.876380399
b0077,8.71372178
b0739,7.609291928
b0740,8.93641977
b0741,10.60515811
b0742,7.635791936
b0743,9.630079399
b0744,8.151403521
b0745,7.569610593
b0746,5.79800522
b0747,5.378006925
b0748,5.288061276
b0078,8.80406634
b0749,3.552609418
b0750,6.228719917
b0751,7.496249679
b0752,6.433370073
b0753,6.582086157
b0754,11.69235734
b0755,11.40895311
b0756,7.422006568
b0757,6.535882379
b0758,5.26243943
b0080,7.753440943
b0759,6.255821331
b0760,7.551523188
b0761,6.379867926
b0762,8.597660949
b0763,4.106362362
b0764,5.821437078
b0765,5.318780347
b0766,5.685381884
b0767,8.578149695
b0768,3.822074794
b0081,9.150216594
b0769,0.671390968
b0770,1.798162149
b0771,3.311844387
b0772,7.011929664
b0773,7.077167916
b0774,3.69290552
b0775,5.134743489
b0776,4.559336326
b0777,4.149769726
b0778,4.683387025
b0082,8.61307886
b0779,6.766413407
b0780,6.055303607
b0781,6.752878745
b0782,8.122598019
b0783,6.979117525
b0784,7.150910191
b0785,7.032537719
b0786,8.380244392
b0787,3.518286233
b0788,4.9887515
b0009,5.696120264
b0083,8.377261189
b0789,5.155998641
b0790,5.589543821
b0791,5.997048874
b0792,4.41909902
b0793,4.69813643
b0794,5.185333256
b0795,5.78441559
b0796,4.954869958
b0797,6.297034464
b0798,4.996010292
b0084,7.480213532
b0799,5.313934584
b0800,7.472551542
b0801,8.981539873
b0802,6.676457183
b0803,5.937884892
b0804,5.151759355
b0805,5.148572081
b0806,6.735445363
b0807,5.582718651
b0808,4.386827702
b0085,7.932323043
b0809,7.975902361
b0810,7.732948757
b0811,9.472079841
b0812,11.56435188
b0813,4.726669803
b0814,11.99993358
b0815,4.839060021
b4705,9.886346987
b0817,6.754831191
b0818,5.079188096
b0086,7.577890327
b0819,8.074117019
b0820,6.749486605
b0821,3.658986054
b0822,4.739626509
b0823,3.177328099
b0824,2.611855932
b0825,5.310551764
b0826,0.283972461
b0827,6.230470952
b0828,9.680860298
b0087,8.240510143
b0829,8.526074209
b0830,9.156209691
b0831,8.357275941
b0832,7.7705119
b0833,4.102652433
b0834,3.564107983
b0835,5.942663008
b0836,11.48600601
b0837,4.965281123
b0838,9.753492315
b0088,7.887142207
b0839,7.305905861
b0840,6.315077382
b0841,5.752926129
b0842,5.648271135
b0843,6.262958806
b0844,7.072538501
b0845,5.754415223
b0846,4.235951853
b4417,3.815003275
b0847,6.329107523
b0089,7.746234221
b0848,6.447173897
b0849,6.66026206
b0850,6.358254869
b0851,6.257925855
b0852,5.746466985
b0853,7.18672633
b0854,5.841202291
b0855,4.114481697
b0856,4.064840267
b0857,5.193989501
b0090,8.380220384
b0858,4.353308073
b0859,4.552887118
b0860,6.706568544
b0861,6.597049201
b0862,6.021040384
b0863,7.071629751
b0864,6.094212257
b0865,6.97609188
b0866,8.664094621
b0867,6.81832003
b0091,8.266227489
b0868,5.765355524
b0869,5.962751192
b0870,7.16402189
b0871,6.494343239
b0872,4.134584662
b0873,2.859269437
b0874,5.693626987
b0875,6.70647848
b0876,5.059801295
b0877,7.262462215
b0092,8.756534754
b0878,7.041569422
b0879,6.317308569
b0880,11.66231389
b0881,9.583970382
b0882,10.38103184
b0883,4.931763904
b0884,10.37508766
b0885,6.524596778
b0886,6.943512428
b0887,6.984756934
b0010,5.585175681
b0093,8.464036262
b0888,7.47955167
b0889,9.939083854
b0890,7.380017974
b0891,8.071117401
b0892,6.994074011
b0893,10.35205566
b0894,4.506129888
b0895,5.115238506
b0896,5.83760527
b0897,7.600460708
b0094,9.009510791
b0898,7.561218945
b0899,3.396485208
b0900,5.393037535
b0901,3.989787239
b0902,7.366861959
b0903,11.31191348
b0904,10.0770485
b0905,6.010276437
b0906,4.731757522
b0907,10.24894697
b0095,10.22128526
b0908,8.326800845
b0909,3.763196193
b0910,8.188091108
b0911,10.23781733
b0912,11.76398356
b0913,4.127673175
b0914,6.228709184
b0915,5.605458447
b0916,4.22238684
b0917,8.630289796
b0096,10.16710366
b0918,7.785557471
b0919,7.034107252
b0920,5.15910061
b0921,7.092121376
b0922,6.510294518
b0923,3.17383702
b0924,6.888563973
b0925,6.696491914
b0926,10.10672474
b0927,9.598296725
b0097,7.346558361
b0928,9.814093278
b0929,11.75906668
b0930,8.893704984
b0931,7.752125874
b0932,7.217116058
b0933,4.25118194
b0934,2.393532435
b0935,2.562226526
b0936,2.085810885
b0937,3.153939825
b0098,7.759585835
b0938,2.684568724
b0939,2.018530828
b0940,3.244052995
b0941,4.651654677
b0942,4.321613728
b0943,4.276753367
b0944,5.191077187
b0945,4.876394844
b0946,8.061535484
b0947,7.410714742
b0099,5.342250268
b0948,5.895825006
b0949,5.811883147
b0950,5.544542829
b0951,5.780408991
b0952,6.306835026
b0953,13.48138015
b0954,9.892093427
b0955,6.408014101
b0956,6.620357627
b0957,12.88074967
b0101,7.340973733
b0958,7.22492333
b0959,6.368704668
b0960,5.352871437
b0961,5.961943233
b0962,6.283007777
b0963,9.314868694
b0964,5.297995759
b0965,9.644025037
b0966,8.383814933
b0967,6.162521395
b0102,6.558664997
b0968,7.131713896
b0969,7.405042817
b0970,10.48944807
b0971,3.571930925
b0972,2.355938014
b0973,2.100275983
b0974,2.777030512
b0975,3.250978153
b0976,2.574612171
b0977,2.664022871
b0103,5.970458121
b0978,3.951579841
b0979,4.249509206
b4592,5.128725192
b0980,4.402202985
b0981,4.543867508
b0982,3.445777194
b0983,3.207529791
b0984,2.927018805
b0985,2.556175629
b0986,2.916817311
