Blattner,WT_20nM_PN_AVE,WT_5uM_PN_AVE,pdxBJ_20nM_PN_AVE,pdxBJ_5uM_PN_AVE,yggS_20nM_PN_AVE,yggS_5uM_PN_AVE
b4172,10.12014578,10.11678805,10.01408371,9.894812544,10.37843262,10.13361941
b4173,7.209101584,7.171303412,7.893590143,7.295151323,7.422026271,7.245155075
b4174,8.042815991,7.796198058,8.401665109,8.04696214,7.930251786,7.813311379
b4175,8.006057594,7.866301168,8.061784282,8.023467941,7.910000644,7.83488776
b4176,3.425652553,3.814801807,4.510608331,3.961408259,4.199960065,3.843926634
b0423,5.841474132,5.499154836,5.319602634,5.226531982,5.342007483,5.795754182
b4177,10.78737354,10.48928529,10.49850034,10.24265303,10.55696742,10.05621516
b4178,6.921139406,7.00220164,7.342618955,7.221265225,7.770805286,7.41003078
b4179,7.775759034,7.766213618,7.463377315,7.558074587,8.196653122,7.377067575
b4180,6.673285389,6.571666465,6.769561407,6.626472489,7.228205089,6.527176369
b4181,0.874311448,1.666405607,1.060037734,1.178173371,1.225202655,0.673500641
b4182,1.512526047,2.353284794,2.028313807,2.247843773,2.087883862,1.55178712
b4183,0.741344795,1.894547852,1.423678789,1.583879951,1.382353149,0.928031567
b4184,0.697938458,1.646297108,1.731082201,1.328173914,1.323415975,0.658277627
b4185,0.498355317,1.6468444,1.522175704,1.339430078,1.186457846,0.683907975
b4186,0.973013744,1.761420582,1.932282708,1.648796514,1.275415901,1.202454439
b0424,6.376811178,6.278685699,6.622204732,6.4748313,6.419638118,5.933584544
b4187,4.277376822,4.534225044,5.163037978,4.695944534,4.86961319,4.352159572
b4188,7.806075656,8.271231176,5.563369045,6.152031647,8.032195586,7.085678498
b4189,8.718569793,9.167376873,6.413713988,7.10157442,9.095244185,8.065410964
b4190,4.767330193,4.931285829,6.484309446,6.441060178,5.029319139,4.802105545
b4191,4.259209251,4.372149549,4.605607228,4.420586949,4.6024098,4.591255907
b4192,2.56919248,3.146201593,2.781515108,3.034008352,2.946899651,2.619239352
b4193,1.296337827,1.986467406,1.40414023,1.741790522,1.740991731,1.331708164
b4194,2.12592525,2.541560522,2.274403109,2.629579559,2.296066604,1.990025733
b4195,2.327952064,2.638117421,2.83838089,2.905246424,2.564365344,2.270354714
b4196,2.764037353,2.913402573,3.692352589,3.44608838,2.978892748,2.571708108
b0425,6.093634633,6.068801127,5.902463675,5.996803513,6.169330249,5.844722509
b4197,2.138247137,2.734900864,2.928130988,2.845436723,2.410616745,2.25312167
b4198,2.659537322,3.257077765,3.316183205,3.284841804,2.949163022,2.671881732
b4199,4.170858244,4.737618758,5.453897544,4.159204514,5.023370297,4.256504321
b4200,10.30619124,10.06113933,9.572227526,9.693098078,10.25148622,11.09532127
b4201,9.417663522,9.16092213,8.547752706,8.920118791,9.41441072,10.12124693
b4202,9.670059073,9.416285155,8.832600344,9.238505182,9.704193323,10.43799768
b4203,10.17322262,10.06762071,9.302363781,9.773427517,10.16240846,10.99861759
b4204,1.588273714,2.141124196,1.866169716,1.964426184,1.906526392,1.925485141
b4205,2.805266045,3.242451181,2.966721713,2.976509818,3.186471752,2.896886851
b4206,6.848592944,6.71215159,6.514905628,6.713154531,7.373780852,7.112617536
b0426,8.870505935,8.777973037,8.615805862,9.011704366,8.76856313,8.915963455
b4207,7.619030401,7.340347658,7.661532029,8.381322811,7.414298676,7.780480718
b4208,7.673292703,7.523310116,7.251676734,7.696896961,7.761110307,6.820401339
b4209,3.144289733,3.439503292,3.786949699,3.594865766,3.418124217,2.696119986
b4210,2.742488035,3.010215641,3.032834158,3.225474168,3.456171807,3.09316787
b4211,4.218368038,4.215279163,4.474668586,4.420347072,4.279851407,3.811617573
b4212,3.241526101,3.741933544,4.305152036,4.144557754,4.17179131,4.019772876
b4213,4.796066935,4.682559548,5.322803895,5.124388338,4.929353082,4.140332702
b4214,6.70591048,6.794035662,7.318431059,7.508254365,7.088408342,6.461377097
b4215,1.376018318,2.212109201,1.83259104,2.172391182,2.001921639,1.31846799
b4216,5.520761954,5.66158918,5.286831244,5.656619674,6.229151764,5.07738025
b0044,0.557310873,1.561868191,1.031639789,1.425797329,1.04231493,0.718860231
b0427,3.055445968,3.156064963,3.634523691,3.652900453,3.311509261,3.353010477
b4217,7.346729681,7.648947674,7.69520547,7.252738273,7.826565917,7.327295652
b4218,4.12712533,4.064909876,4.984420238,4.141445172,4.318387339,4.142855952
b4219,7.031690315,6.97369844,7.534292772,7.453170311,7.211943315,6.508391837
b4220,4.488880877,4.646872275,5.353896921,4.95516351,4.825921943,4.587199802
b4221,5.166694491,5.3457593,5.953611694,5.571749927,5.385062674,5.122853844
b4222,6.655183189,6.7900911,7.95718551,7.515968628,7.334764168,7.243884437
b4224,5.909111015,6.391968445,5.891155655,5.937109334,6.409901326,5.56260847
b4225,5.308648602,5.75551327,5.671243953,5.594554642,5.858693525,4.94406111
b4226,10.39326017,10.1191502,9.964047943,10.60194648,10.1542109,10.68308291
b4227,5.234375414,5.620075362,4.672856531,5.601469088,6.090531818,4.425737202
b0428,8.11315639,8.002268269,8.627304175,8.685391568,8.990298981,8.998016313
b4485,2.516274722,2.980919586,2.981922201,2.90221199,3.077429802,1.967785465
b4230,2.322673185,2.774997209,3.238180758,2.839283892,2.864349472,2.101432099
b4231,2.740316527,3.402348809,3.743339253,3.377788883,3.318203193,2.644955122
b4232,6.709597007,6.356368409,6.445862241,6.994436817,7.205909733,6.976127369
b4233,6.889922684,6.695852351,6.52409799,6.532886733,6.960964004,6.841180908
b4234,7.368735607,7.233834126,7.094003426,7.364331793,7.558134912,7.438550472
b4235,6.753799182,6.696242567,6.785298424,6.891319509,6.874132621,6.734476583
b4236,6.12360874,6.26353438,6.386083511,6.491043744,6.652934459,6.210949036
b4237,3.688610085,3.627371412,4.308352169,3.706532836,4.345749524,3.114308405
b4238,5.28634471,4.735582037,5.072111212,4.752727256,5.630467286,4.17050776
b0429,7.947500075,7.943748922,8.254383846,8.433125955,8.855123311,8.8532697
b4239,2.198310179,2.577500506,2.94888217,2.765929004,2.209297584,1.832347194
b4240,3.892565375,3.887188271,4.314710517,4.294539832,3.566636075,3.363646723
b4241,4.107131951,4.179628791,4.1793346,4.316203779,4.474631462,4.614465827
b4702,3.668195106,4.411783246,4.287392542,4.114862303,3.870412322,5.126732657
b4242,4.221454886,4.15148003,3.968119165,3.694960412,3.587967225,4.624767947
b4243,9.34054038,9.179912244,9.146880866,9.919179105,9.439679838,9.590484552
b4244,8.431918668,8.137027707,9.199834101,9.69522562,9.035971591,9.498106228
b4245,7.200988017,6.998792352,7.955913047,8.555890231,7.19531764,8.907686398
b4246,4.170501837,4.326787879,4.614649776,4.599540355,4.378529125,5.013215522
b4248,3.099327201,3.475376346,4.372284398,3.906249486,4.011948936,3.110650357
b0430,6.85262835,6.818930958,6.889068976,7.496720531,7.807786075,7.777587024
b4249,2.454104599,2.705733687,2.910184967,3.083978609,2.89147687,2.58778031
b4251,4.327511335,4.28946379,4.531325942,4.862741938,4.455882106,4.026572768
b4252,13.01182543,12.90162364,13.20020972,13.18534659,12.76734423,12.24997329
b4253,4.710394474,4.566504159,5.161336811,5.351153479,4.949858043,4.190154771
b4254,7.253287064,6.7465275,5.341574504,7.578644583,6.743620339,8.517068956
b4255,11.08693265,11.12932433,10.58581461,10.98435363,11.00683749,10.81117303
b4256,5.764305663,5.775479854,7.413366008,7.640396164,6.133970016,6.359897107
b4257,0.757594985,1.899565246,1.667564014,1.622573826,1.342527968,0.758449066
b4258,7.133824523,7.004792631,7.266522826,7.120269098,7.080647477,7.087637739
b4259,5.442106587,5.458129334,6.033318784,5.573472152,5.588468949,5.359786508
b0431,7.388394973,7.188586,6.744874341,7.857289289,8.047915857,8.259269046
b4260,6.873072343,6.67284867,6.843213112,6.837277713,6.911003229,6.625050024
b4261,5.661907366,5.667967723,6.117439894,5.645621152,6.006979562,5.998150423
b4262,6.089153449,6.069820021,6.358067094,5.89695028,6.175297613,5.978797716
b4263,4.758807189,4.817699332,5.350641947,5.451148566,5.180142999,4.54865332
b4264,3.559221424,3.89991374,4.869999898,4.518993702,4.115049203,3.614236242
b4265,3.181828033,3.586782912,4.549063488,4.016260906,3.692851154,3.314360285
b4266,2.288256445,2.706875926,3.350018027,3.052263442,2.587249104,2.061975548
b4267,2.534994472,2.837286516,3.083881375,3.103633225,2.891619333,2.030119799
b4268,2.60849444,2.893770344,2.702148537,2.936193911,3.284997668,2.219316318
b4269,5.398266161,5.392202431,6.524515036,5.752763728,5.693989981,5.113241379
b0432,8.323506393,7.909003325,7.347287932,8.716756782,8.914509793,9.142724074
b4270,2.840370066,2.983539185,3.139578013,3.431729887,3.652461078,3.327264393
b4271,5.491172443,5.591341621,5.505384932,5.706579001,5.903614589,5.190491977
b4272,5.331921131,5.458346043,5.859233865,5.476009762,5.401779934,5.066686415
b4273,3.785437299,4.02110664,4.595481431,4.011396949,3.921625176,3.390328502
b4575,3.749850931,4.123239121,4.233263729,3.683601262,4.08814503,3.896139566
b4277,1.274682552,2.107086067,2.547211377,2.036042911,1.506464017,1.30976001
b4278,3.392261434,3.674461863,4.085250219,4.239086264,3.670285939,3.459068734
b4279,2.649168981,3.236759228,2.784968648,3.354776593,2.544993888,2.064895716
b4280,4.209041501,4.498265425,4.058136213,4.869887355,4.061160828,3.948284031
b4655,1.889830984,2.428559915,3.674787956,3.220294118,2.605836355,2.037705096
b0433,3.933896893,3.907239221,4.43654405,4.684171374,3.903208712,4.154614264
b4281,2.819646414,3.099951059,4.688092419,4.175840684,3.322288183,3.039265641
b4282,2.242532983,2.708681542,3.576939437,2.763085238,2.360652781,2.290650626
b4623,2.189674227,2.730002829,3.481684092,2.859526317,2.540001409,2.358675341
b4284,2.933799615,3.376201663,4.086785461,3.793689535,3.436253133,3.093397546
b4561,1.854230655,2.134043922,2.224313832,2.209300104,2.160720123,1.711567473
b4286,1.750020724,2.455457959,2.880009458,2.463821251,2.34224671,2.619086985
b4287,4.494595873,4.689345865,3.889601274,4.370151557,4.118772514,4.47652549
b4288,4.368564336,4.515540967,3.672717246,3.987929894,3.96903638,4.219677956
b4289,4.381261436,4.611320052,3.525921076,4.028944496,4.38800171,4.569539949
b4290,5.844523356,6.132938614,5.002907295,5.498195575,5.922347429,6.113770216
b0434,6.220636447,5.717654344,6.878666844,7.268880288,6.625151403,7.07685937
b4291,5.737540973,5.890827453,5.213336266,5.181794595,5.60605031,5.786564544
b4292,6.72131318,6.766327391,6.564667091,6.123718385,6.455607189,6.75992225
b4293,7.924329979,8.118665473,7.700592179,7.296268285,7.70525414,8.122635528
b4294,4.311337656,4.780171081,5.022491032,4.902527833,4.947437947,4.390857985
b4576,3.101528261,3.616227587,3.713251339,3.579359623,3.618460078,3.057994212
b4295,6.220731232,6.174986299,6.073217953,5.900003005,6.482500502,6.186898016
b4296,1.902277493,2.444555534,3.302508514,2.73754579,2.347002682,2.051211566
b4297,3.374161225,3.722574709,4.393340276,3.971210875,3.539290977,3.16775241
b4298,2.709535914,2.913966241,3.489750935,3.119676354,2.896811126,2.397627031
b4299,2.728484498,3.396336105,3.313236097,3.302138408,3.215157215,2.114666699
b0435,9.662970826,9.829477814,9.900220344,9.615603768,10.41273156,9.390839507
b4300,2.74625285,3.437665418,3.393313178,3.20292896,3.296641391,2.714861541
b4301,2.60861733,2.907673949,3.11871274,2.870363866,2.872117044,2.134869074
b4302,2.83651579,3.22403982,3.662204499,3.281206815,3.297151167,2.664296967
b4624,4.191727244,4.729810772,5.208237847,4.635680842,4.835515896,4.524837734
b4303,3.966401052,4.337206102,5.066880637,4.534447686,4.449843604,4.057242859
b4304,2.085973181,2.6644834,3.116141802,2.608423441,2.380205528,1.653135901
b4565,2.716670335,3.294912163,3.305583819,2.607340547,3.127962087,2.263728444
b4305,3.774734766,4.211979771,3.929543349,4.189793441,4.263707448,3.338731156
b4656,6.18880698,6.341323315,7.466430987,7.561266775,6.533645064,5.962411171
b4306,3.392600307,3.384792859,2.915594591,3.447514066,3.585332145,2.890787872
b0436,10.00733795,9.802348783,8.884673039,9.656020212,9.675278568,10.17597589
b4307,3.601653731,3.431762668,2.966214249,3.264988019,3.742828609,3.028521691
b4566,5.219148033,5.472135319,6.738854991,5.806532422,5.657479874,5.325844353
b4657,2.939560629,3.880618242,4.698293948,4.078074328,3.765887194,3.00851133
b4308,1.723411806,2.529921769,3.21066253,2.715072209,2.595785409,1.771556347
b4309,1.425422581,2.19969477,3.105013055,2.374441642,2.165515514,1.480705008
b4310,2.789415049,3.079457633,4.255184485,3.389110992,3.331356395,2.216561264
b4311,1.33929379,2.097452571,2.480493376,1.861904166,1.918756849,1.18871622
b4312,6.538871111,6.303546129,7.678862835,8.192118343,7.021193214,5.702886868
b4313,2.354655421,3.27187142,3.939664942,3.632187331,3.280891438,2.577053303
b4314,10.4495626,10.2160475,12.024716,12.27527476,10.25048547,9.819561822
b0045,0.685983944,1.731670125,1.548466685,1.224123186,1.247850354,0.958952679
b0437,8.923042894,8.80198846,8.898180534,8.954124599,9.034459809,8.713584787
b4315,6.64299681,6.51463901,8.993688834,8.562738005,6.568807882,6.3528578
b4316,4.846781473,4.337927795,7.428688166,6.646584855,4.84307968,4.653092815
b4317,3.797495253,3.876180841,6.049610633,5.65541343,3.704485128,3.421119375
b4318,4.008060083,4.34879267,5.745839117,5.916950341,3.901091867,3.658056444
b4319,3.872461412,4.272340615,5.491370999,5.550913909,3.750463752,3.401362355
b4320,3.74744001,3.982661405,5.260139885,5.448987245,3.640875107,3.493055435
b4321,2.002727794,2.4068042,2.589908067,2.631639999,2.259126707,1.878513075
b4322,3.764070258,3.755117655,3.885417026,4.092178519,3.805167804,3.423989923
b4323,3.513842757,3.714622978,3.899929029,4.020942878,3.634668013,3.372009997
b4324,5.136491701,5.182804843,5.249847369,4.989431185,5.409147669,5.236916135
b0438,8.654237629,8.602037316,8.752621503,8.5582267,8.832477672,8.261848831
b4325,0.35288339,1.486011085,1.17397169,1.294048825,0.76748794,0.494380398
b4326,3.066773931,2.998824331,3.736475509,3.913573291,3.346990615,3.144217041
b4327,3.547876129,3.69215624,4.154592318,4.145390496,3.872110748,3.597468994
b4328,5.003769117,4.789517644,4.607315205,5.245585365,4.972649626,4.99836551
b4329,4.230226973,4.027402361,4.02918295,4.626700628,4.247132303,4.286340089
b4330,1.965123004,2.089321772,2.029218365,2.685244241,2.07180575,1.637205955
b4331,4.039472363,4.463287952,4.750637992,4.339359339,4.363481851,4.162910933
b4332,2.487678532,2.940424184,3.508607112,3.285791284,2.992018636,2.64327585
b4333,2.109001481,2.852645643,3.452528501,2.996956228,3.085229504,2.335371353
b4334,3.352370342,2.868722422,3.801493733,3.531888113,3.729281842,2.553039942
b0439,7.569828823,7.440275693,7.766219157,7.669318145,7.708752029,7.297295611
b4335,4.923015649,4.195780671,4.460905824,4.985148998,5.135718499,3.765458775
b4336,3.256055998,3.434685996,4.304122804,3.015721136,3.583897186,2.617242357
b4337,3.966979004,3.767225926,5.116628719,4.072755434,4.490673928,3.57845934
b4584,4.675228661,4.829834433,5.217930383,4.864205792,5.062194855,4.657180882
b4340,2.242289529,2.770108576,3.921355533,3.744813736,3.046337487,2.638480241
b4341,0.978531328,2.172326062,2.765573193,2.183516827,1.952504477,1.376404756
b4342,4.790486067,4.808524998,5.345291278,5.323467037,5.462012054,4.486070455
b4486,2.830301456,3.26767681,4.639258039,3.673546034,3.363912228,2.849522578
b4345,1.407295583,2.183041409,1.479084959,1.739619738,1.643722201,1.471593087
b4346,2.752681406,3.160514671,2.488882532,2.733979312,3.274729357,2.607758473
b0440,12.82324915,12.90054343,12.50129684,12.94183985,12.69264773,12.64933828
b4347,2.452326914,3.08752607,3.286326138,3.176549209,3.20836826,2.959186611
b4625,0.935330839,2.855190794,2.193610017,1.898541776,2.087050226,2.772042729
b4348,3.204296555,3.503545955,3.546306584,3.963776002,3.528771032,3.582429939
b4349,4.318029051,4.125041417,4.712564715,4.850574769,4.35999954,4.456787522
b4350,4.268168774,4.396994209,3.563695053,3.863884886,4.706425661,4.045677565
b4351,4.922577574,5.04892542,4.91306686,5.272953797,5.402661506,5.222403959
b4352,5.328624016,5.233262356,5.319095515,5.30117041,5.470960793,5.251262484
b4353,4.877634464,4.847685593,5.025904328,4.743999916,5.246022263,4.919190239
b4354,7.258972351,7.624712478,3.326324396,6.22624972,6.901899894,6.408671207
b4355,2.646190265,3.095495368,3.402407228,6.747654633,2.941814905,2.650687869
b0441,7.529415737,7.232472096,7.711199858,7.45485713,7.447096519,7.230762195
b4356,2.96370275,3.447255907,3.499763013,4.061183331,3.381500748,3.011343264
b4357,6.446125218,6.705964096,4.949702118,5.689702427,6.761086186,5.50158537
b4358,0.819193477,2.064948874,1.588990025,1.291181322,1.365904179,0.85619309
b4359,4.421600128,4.071798155,4.098764243,4.524637986,4.282194573,4.408231402
b4360,4.99293413,4.935245125,5.969409076,5.83476592,5.458568737,5.294958225
b4361,4.830261001,4.715160033,5.615709421,4.921600379,5.093135361,4.742461384
b4362,4.524475212,4.485630118,5.430214122,4.641494272,5.082310637,4.735149318
b4363,2.197204872,2.884375458,2.387725097,2.312122355,2.528319083,1.862539475
b4364,3.582380424,3.534113095,3.957678176,3.904188539,4.082884585,3.343474029
b4365,0.597706118,1.858165787,1.419032423,1.160193528,1.105386804,0.995868799
b0442,4.629277905,4.735016315,4.496488877,4.819652747,5.109769221,4.294832489
b4366,5.295931608,5.804337909,6.102803526,5.244803441,5.618395979,5.913156432
b4367,9.003841212,9.112658253,9.491754623,8.592275759,9.003596664,9.446033829
b4567,10.64394418,11.40592358,9.839618742,10.36674758,10.63746447,10.98003721
b4368,9.276637689,10.02897379,8.794602618,8.776177703,9.464685811,9.316710797
b4369,8.618148896,9.066922688,8.195524577,8.567768254,8.705411147,8.819923398
b4370,8.231943163,8.602009855,7.691227935,8.0537021,8.285766868,8.407774467
b4371,4.922418588,4.756668087,5.141580127,5.086739755,4.820365636,5.03374355
b4372,4.323095962,4.216570689,4.741704323,4.337541,4.689310808,4.90255858
b4373,4.089577744,3.921339863,4.901981301,4.236395087,4.392955519,4.518457173
b4374,4.66181293,4.296725885,5.198743666,4.705624382,4.885705038,4.617678343
b0443,3.842856577,3.889503812,5.721376061,4.810070245,4.732614997,4.381804389
b4375,6.218347943,5.805241026,6.059894379,6.347052106,5.987406182,6.527747977
b4376,6.114185455,6.120205433,8.586847211,7.871416719,6.781410857,6.025587937
b4568,7.50636068,7.717915306,10.4088673,8.784609459,8.07034983,7.033114042
b4377,4.667479147,4.856006637,5.859382954,5.399917757,5.080614126,5.199943259
b4378,4.143684699,4.35577964,5.395608224,4.89650786,4.692381915,4.380209327
b4379,4.753077533,4.291795383,3.500401624,3.402246911,4.245969606,3.488518037
b4380,5.860592045,5.358564977,3.930115731,4.243210926,5.451989159,4.631911203
b4381,7.262708208,7.307400957,6.558991175,7.078486312,7.814825845,6.377959467
b4382,5.328729807,5.352179448,5.601512822,5.154611817,5.7528725,4.592555137
b4383,7.188433978,7.153081948,6.929439038,6.842627731,7.246462233,6.878415368
b0444,6.127895977,6.02175619,6.442393411,6.426460892,6.311921384,6.215414414
b4384,7.406781446,7.413301123,7.046697427,7.27027228,7.489740583,7.236939368
b4385,3.728080272,3.769936028,4.200245814,4.680044914,4.463997081,4.171300864
b4386,4.752730751,4.802940992,4.850777493,4.892121176,4.957005408,4.632804938
b4387,4.508472803,4.60930972,5.372511016,4.840344218,4.991315134,4.890149011
b4388,5.384536295,4.995981709,5.90005909,6.178069725,5.480718213,5.574785078
b4389,5.560036061,5.420705562,5.741994712,5.927623196,5.521139847,5.48821084
b4390,5.416155606,5.596452617,5.559482286,5.787448823,5.714870424,5.450835152
b4391,7.043775862,6.752067905,7.207813378,7.280001407,7.104472973,7.124094655
b4392,5.252968356,5.202322613,5.434251969,5.154657156,5.441991513,4.99587471
b4393,4.927230958,4.950801949,4.710002162,5.017227543,5.333604717,5.014518821
b0445,5.89509907,6.337346062,5.36614228,6.191481189,5.915484013,5.038615495
b4394,5.391120245,5.31518971,5.865375119,5.614652444,5.623977917,5.759574654
b4395,6.18719333,6.058201917,6.481438684,6.496798137,6.293069219,6.470721622
b4396,7.642675337,7.722460934,7.048600209,7.09675979,8.083407769,7.487514129
b4397,5.408357344,5.402620023,6.181554987,6.172447044,5.721746247,5.619436814
b4398,4.327910923,4.342292877,5.207556988,5.245744428,4.634279026,4.479526215
b4399,3.390798629,3.521438183,4.204755994,3.989465827,3.496012871,3.008834879
b4400,2.501039614,2.932737831,3.935314138,3.123143548,3.003955476,2.61913537
b4401,8.365928205,8.134431343,7.876160313,8.307197486,8.726751614,8.167970878
b4402,8.428399948,8.394477242,8.036937367,8.280250672,8.871457396,8.379346405
b4403,4.256503402,4.32346452,4.506896432,4.440751343,4.873283189,4.434326555
b0446,5.043114683,5.152357669,5.776413376,5.436585508,5.20707316,5.368720078
b0046,3.197755921,3.348431314,4.031992597,4.447230053,3.68300447,3.314370703
b0447,3.994166814,4.153040271,4.986400859,4.517381207,4.394798623,4.463823642
b0448,3.522805904,3.592342,4.359234649,3.736709531,3.558662409,3.544691717
b0449,3.608508067,3.798476783,4.232035776,3.851795195,3.620765522,3.518714572
b0450,6.3216072,5.667913523,3.835885232,8.664412737,5.759648701,8.222799756
b0451,5.55338417,5.252984847,4.600302964,7.469844456,5.248326225,6.605673804
b0452,5.977234399,5.582697866,5.885721983,6.07201032,6.220580322,5.72022919
b0453,5.789698483,5.813232474,7.312936166,6.249550892,6.351461968,5.746230213
b0454,5.804405455,6.004270217,6.606276447,5.927594629,6.224821265,5.854177972
b0455,2.875420871,3.953453811,2.804376611,4.941764496,3.617563378,4.727220852
b0456,4.132383511,4.348649174,6.184633091,4.591533069,4.559288788,3.710311966
b0047,3.779097721,3.88778358,4.338202635,4.659941383,3.847873741,3.572965024
b0457,3.727444166,4.043130996,4.549298211,3.959598967,4.271596518,3.661995396
b0458,4.728353989,4.686918763,5.591733684,5.568689886,5.617157278,5.364425472
b0459,3.817421484,3.863451266,5.249270254,4.376454503,4.370666406,4.071497981
b0460,6.568813991,6.749354596,7.922369662,6.798707182,7.588778015,7.134507374
b0461,6.37132589,6.638960293,7.26697222,6.328134231,7.22694619,6.653814197
b0462,6.989691042,7.035768888,7.609733927,7.490627981,7.14724326,6.820949719
b0463,6.788712186,6.588615809,7.496325468,7.38735576,7.023321224,6.86513501
b0464,4.972408922,5.064932177,6.102560875,5.707030161,5.543719122,5.51098397
b0465,5.336267755,5.206092796,5.339278743,5.11273395,5.158395146,5.127522312
b0466,4.404246813,4.693941723,5.201148886,4.99204812,5.109808321,4.788776674
b0048,5.501289979,5.265755969,5.795644253,6.08818009,6.215175233,5.849663817
b0467,4.634751351,4.79531928,5.187606507,4.929688468,5.164516173,4.946696554
b0468,6.673546497,6.782467291,7.346480508,6.601337028,6.918223308,7.076597293
b0469,7.024239914,6.381857161,6.960452234,7.288690775,7.104065721,7.203093016
b0470,6.248606344,6.155073066,6.374484181,5.817883652,6.38918064,6.249769874
b0471,8.833313815,8.731447371,8.584319697,8.647515185,8.85486744,8.844075875
b0472,6.976796518,6.883115428,6.940920149,6.851627698,7.14450858,7.172761898
b0473,6.579159384,6.567252682,5.803167876,5.725691997,6.168936073,6.09234793
b0474,8.660109974,8.272874231,8.774653402,9.034261091,8.656592151,8.98669791
b0475,3.190733754,3.368913297,3.921005506,3.597365597,3.742039341,3.29496623
b0476,3.381921032,3.716439236,3.488371741,3.33908987,3.57069782,3.039505027
b0049,4.807211305,4.953807579,5.649379167,5.242173482,5.063561475,4.887838363
b0477,5.112158448,4.807703812,5.553908335,5.052017882,5.043012727,5.007105879
b0478,5.381322683,5.247682011,5.680148418,5.290935327,5.186755484,5.224165984
b0479,3.669571694,3.773327044,3.936008968,3.781176475,3.756041251,3.70506815
b0480,6.430084369,6.530230611,6.4059586,6.463382989,6.6197346,6.136218392
b0481,5.187315754,5.108278798,5.873045071,5.887376903,5.55575014,5.392503968
b4585,3.014472593,3.557413157,4.2278271,3.439229809,3.602339392,3.566005326
b0482,4.577034278,4.775839103,5.319134074,4.815623501,4.906224143,4.875690431
b0483,6.853968437,7.041071612,7.885794689,7.310638899,7.255961779,7.273340361
b0484,6.636058592,6.939670132,6.451507218,6.753753463,6.203549066,5.667624544
b0485,3.459756201,3.797690333,5.638140406,4.357736526,3.949276586,4.389767321
b0050,6.049122643,6.121722753,6.64798219,6.269091427,6.184911661,6.190727737
b0486,3.099768915,3.599957313,5.292204798,3.779121728,3.303443397,3.319806061
b0487,6.101789693,6.202069244,6.53545158,5.966022348,6.307438447,6.082143344
b0488,5.983998443,6.128700543,6.0000127,5.594590634,6.249475899,5.401874013
b0489,5.6026742,5.666163106,5.276661512,5.17460165,5.810300471,5.177328416
b0490,4.522635152,4.539323641,4.724696435,4.507764937,4.690205781,4.564245681
b0491,4.125559533,4.262207486,4.442229876,4.159602502,4.264616676,3.869712325
b0492,6.776856931,6.630131,7.351064731,7.111341133,6.85245236,6.451361073
b0493,5.356314215,5.284153855,6.179660379,5.808413559,5.600048387,4.956140096
b0494,5.743214498,5.802116112,6.887864489,6.485817858,6.203922639,5.908328989
b0495,4.307087539,4.408195052,5.538510683,4.96483959,4.59935128,4.481944683
b0006,5.043926608,4.952633365,5.546176306,5.679776154,5.196120981,5.260847041
b0051,6.153035704,6.137495625,6.601785516,6.242864679,6.20640211,6.322576113
b0496,3.803524888,4.045828738,4.820274443,4.409836418,3.920632678,3.616090475
b0497,2.59878357,3.074344231,3.531813639,3.208248466,3.041783403,2.401008138
b0498,4.701143631,5.050204637,5.20430174,5.470648673,5.120403715,4.312120683
b0499,3.146339133,3.870592418,3.972278995,4.115871772,3.768519194,3.368544244
b0501,0.80472068,1.84304342,1.637147154,1.559732139,1.557160225,1.000023175
b4632,2.397547836,2.985998178,3.589867645,3.131243341,2.983991234,2.531763406
b0502,3.773585637,4.089419226,4.884955115,4.342182717,4.260935165,3.885868499
b0503,2.768552648,2.897045427,3.011755293,2.529635038,2.743236965,2.865531946
b0504,2.10919508,2.633322243,1.470588838,1.687545695,2.445297855,1.585925636
b0505,1.878786319,2.279348422,2.623523085,2.481518458,1.965712326,2.091705406
b0052,5.723904565,5.797719193,6.3464035,6.206213351,5.983506606,6.184485671
b0506,7.123290823,7.125373411,7.835769969,7.585245425,7.275343673,7.315377577
b0507,1.555517328,2.120956089,2.426530747,1.795496373,1.920134265,1.498624973
b0508,0.721513393,1.448353742,1.521763774,1.475938291,0.89392113,0.562944758
b0509,1.256733492,2.03118082,2.407999239,1.864290391,1.565270911,1.018101924
b0511,0.512813827,1.71385518,0.930690048,0.735036421,1.189409085,0.440842776
b0512,1.297982926,1.945007824,2.088782251,1.810631883,1.828927672,1.190868433
b0513,1.835746438,2.327890308,2.766307836,2.353689045,2.145730012,1.768792088
b0514,2.732710652,3.129612608,3.833538998,3.653207213,3.222402993,2.835453541
b0515,4.522202295,4.39493304,6.167839146,5.407911623,4.58206563,3.811500632
b0516,3.079620571,3.326569994,4.354776416,3.780441781,3.398920837,2.708285118
b0053,7.703123857,7.608228463,7.921816171,8.092173208,7.746804523,7.903368783
b0517,1.25727856,1.959536359,1.811468587,2.080886436,1.748740135,1.149930467
b0518,0.53802436,1.551387839,1.253375544,1.076768133,1.053329081,0.545322951
b4572,1.10098305,2.068810068,2.061152071,1.72434453,1.626386847,1.232013554
b0520,1.290195786,2.034242676,2.235019232,1.873540231,1.795363947,1.243611367
b0521,1.660306625,2.441022347,2.345846437,2.100809882,2.190160619,2.192751556
b0522,5.321374391,5.214016848,3.622537654,5.120438345,4.494720374,6.697633418
b0523,5.557416901,5.564918903,3.785783569,5.390242167,4.805634859,7.120619783
