Blattner,Log2FC(yggS/WT 5µM)
b2604,0.030113346
b2312,2.025475968
b3631,0.009184312
b2942,0.574300665
b4317,-0.341044812
b1205,-0.926623315
b4272,-0.241897301
b3548,0.40762022
b4662,0.885704984
b1762,0.495245451
b0595,0.768018093
b3207,0.261309861
b1413,0.083617063
b3685,-0.509278549
b3926,-1.23122877
b0144,0.127349901
b3539,-0.121048907
b1558,0.590716927
b2900,-0.04211457
b3599,-0.468466572
b1056,0.752965934
b2698,-0.261026765
b2552,0.078235728
b0479,0.074182615
b1784,-0.334757012
b3360,0.406685983
b2152,1.439653418
b3537,-0.629412434
b2474,0.146182419
b0950,0.435429236
b0662,0.482265095
b3353,0.063083248
b3454,-0.639143179
b1440,-1.075029174
b2180,-0.120424199
b4289,0.122932141
b2529,-0.03940499
b1061,0.728216388
b0590,0.262019852
b3369,-0.280940081
b3496,-0.436057384
b3853,1.343979083
b1923,0.230652029
b0623,0.252989918
b0580,-0.018080289
b1944,1.292913423
b3082,-0.068059806
b0199,0.37073457
b0817,0.472744745
b2693,2.245224847
b2167,-0.393309255
b2304,-0.580984931
b3512,0.245030701
b1882,-0.363972026
b2398,-0.458148224
b1109,0.089497524
b4668,-1.615824952
b1375,0.102107829
b0666,1.280096753
b0987,-0.204488775
b1954,-0.455108439
b3024,-0.423991844
b4642,-0.191354936
b3606,0.815248481
b1776,-0.026127308
b1799,-0.428711746
b4571,0.336559623
b3148,-0.418627009
b4018,0.508823229
b1241,-0.801490548
b3864,0.249967868
b1534,0.268958162
b4546,-0.05380919
b4378,0.186562401
b2306,1.114875537
b4688,0.004393126
b2397,1.318481252
b2936,0.15684611
b4128,-0.423089065
b1099,0.066091214
b0528,-0.161288694
b1642,0.004139279
b1938,1.206445129
b2753,0.644288615
b2082,0.265316809
b2354,-0.035299389
b2381,0.051247321
b3413,0.187654005
b4691,1.043879239
b3042,0.095081505
b3081,-0.958635531
b0397,0.22677273
b0878,-0.266544648
b3827,0.991080029
b0064,-0.470891928
b0873,-0.481793325
b2731,-0.74527272
b2838,0.921720323
b3431,0.012539645
b1906,-0.662083954
b1544,-0.02571392
b2028,0.25180274
b1971,-0.341199793
b0790,-0.083733799
b4399,-0.414079533
b2602,-0.454521841
b1736,-0.291485503
b4113,-0.255686737
b0147,0.117323902
b1526,-0.318631274
b0546,-0.119442049
b1953,-0.511322236
b1800,-0.661653523
b1738,-0.485827499
b3128,-1.118180824
b3223,-0.646395344
b3503,-0.341786654
b1143,-0.059902177
b2026,-0.277684349
b1707,-0.037181293
b1942,0.498904952
b2910,0.001144912
b3003,-0.397621258
b0868,-0.192369289
b1355,0.095475959
b2712,-0.667001049
b2725,-1.064383312
b0346,-0.579099162
b1419,-0.819509666
b1958,0.25600674
b3034,0.311437026
b4446,0.612927538
b0022,0.414514666
b2315,0.008018818
b4350,-0.21220975
b4665,0.583106789
b2394,0.028039443
b2313,2.065491599
b4171,-0.067783196
b1760,0.079023836
b1045,-0.329503978
b0700,0.014461609
b2212,-0.209486898
b1330,-0.138523969
b3618,0.023046696
b0088,-0.019246973
b1306,0.463719299
b1584,0.038858307
b0454,0.015357689
b0482,0.264342233
b0523,1.745393455
b0952,0.079831286
b3665,-0.517432328
b2677,-0.066745635
b3088,0.429096135
b1423,-1.03850439
b4236,0.106362335
b0449,-0.136252214
b2797,-0.038516474
b4078,0.168096327
b4126,-0.082443893
b4663,1.27743027
b3535,0.89573475
b0634,0.731910214
b2322,-0.232815854
b1230,1.680565835
b4222,0.618157165
b1765,0.283615207
b0488,-0.571083777
b4167,0.002822776
b2876,-1.000548051
b3792,0.229715771
b0220,0.191566837
b1643,0.208754592
b0378,-0.015377813
b0360,-0.27472987
b2427,0.242085161
b3001,-0.559041117
b1229,-0.960310603
b1182,-1.377973777
b0049,0.092921959
b4367,0.493487795
b3969,1.451821855
b0791,-0.554795284
b3759,-0.536125744
b1647,-0.83292367
b0350,-0.014140846
b3221,0.811889126
b2785,0.355773513
b3218,0.659639662
b2340,0.754164954
b1712,-0.049898145
b3571,0.430898269
b3672,0.304282137
b1080,0.769195477
b0673,2.009598266
b3166,0.62836327
b3588,-0.481548684
b1439,0.025592696
b4068,0.550625891
b4107,0.028295539
b1692,0.073297409
b2679,-0.510446849
b2557,1.789753419
b3603,-0.070055407
b3528,0.022902698
b1406,-0.715233174
b0475,0.082823832
b0891,0.266933186
b4703,-0.423573385
b1188,-0.647651591
b1081,0.378552915
b3087,-0.606713599
b2457,-0.304339547
b2671,0.621298131
b3710,-0.042861736
b3545,-0.354643309
b4640,0.019123647
b1443,-0.226208536
b2470,-0.294861283
b1146,-0.243809313
b0491,-0.227968824
b1677,-0.019189647
b2540,-0.375336877
b2889,0.144146015
b4287,-0.056659143
b1422,0.154496988
b0192,-0.200120696
b1741,0.185359282
b4039,0.215132032
b4675,0.105919136
b4519,0.136239994
b0802,0.452257397
b4142,0.195845344
b2266,0.031730993
b0456,-0.490169772
b2464,-0.573780692
b4559,-1.033448579
b3625,-0.072297896
b4543,0.136692881
b4005,1.843364093
b2434,0.513506545
b4110,-0.781062268
b3920,0.586039739
b2438,-0.452908541
b4656,-0.220923393
b0484,-1.124474271
b3248,0.87404445
b4150,-0.200141516
b0746,1.966449912
b1247,-1.346581454
b1476,-0.141865157
b1530,0.103733521
b0585,0.092879478
b4433,0.05970274
b0573,-0.43660726
b3506,-0.113578974
b2325,0.702176956
b1057,0.363713865
b0883,-0.068465753
b2100,-0.35526412
b4124,-0.406076548
b3628,-0.10303966
b0949,0.584803337
b3534,0.591551078
b2430,-0.733369852
b0240,0.462634264
b3749,-0.802276287
b1072,1.580841612
b4111,-0.469077615
b1612,-0.240041778
b3039,0.047084042
b4336,-0.779774709
b0745,2.0340247
b1735,-0.255862754
b1667,-0.396289143
b1446,-0.075744692
b0483,0.394437752
b2351,0.355916072
b4452,-0.402289609
b1111,0.255571912
b4523,0.555707134
b3652,0.15753566
b4435,1.348247508
b0388,0.825853639
b1537,-0.232339087
b1848,0.094134027
b2583,0.19083193
b4584,-0.01163435
b3450,0.140923775
b2439,-0.417523794
b0099,0.607689772
b3210,-0.241414354
b1845,-0.059558649
b3167,0.460838543
b1897,-0.137637492
b3284,-0.134315516
b4023,-0.075510379
b2980,-0.029838467
b0316,-0.284199255
b2426,-0.365210987
b4327,0.057592557
b0565,-0.323983255
b0261,-0.388517564
b2707,-0.676522774
b1357,-0.140906809
b4216,-0.441915601
b0435,-0.27299723
b0336,3.014218279
b1283,0.378475873
b4706,0.286044878
b4707,1.038482434
b0083,-0.450389438
b1381,-0.13503939
b1911,1.739747924
b3336,0.399317789
b3208,0.010553575
b1106,0.191277749
b0221,-0.139444201
b0503,0.127524517
b2168,-0.121772544
b3142,-0.522423021
b3473,0.440746275
b1428,-0.274303636
b1715,0.528003935
b2137,-0.260292282
b3626,-0.169766872
b3303,0.845715844
b3547,0.822259554
b0251,-0.178563162
b3301,0.820762871
b3773,0.409276863
b3513,0.005931358
b0058,0.484697149
b2695,2.014450526
b3283,-0.154922018
b1733,0.182619352
b3918,0.185722232
b2151,-0.876495666
b4221,-0.064088885
b4270,0.563223058
b0699,-0.422899907
b0122,0.638015998
b2421,1.22431251
b2243,-1.176188054
b2428,-0.57830712
b0232,-0.08041824
b4490,1.097017987
b0794,-0.470356178
b4473,0.027746349
b1272,-0.016568764
b2017,-0.120130251
b4288,-0.151811209
b1415,0.170411877
b2541,-0.275170683
b1420,-0.898401417
b0679,-0.530703366
b2694,1.778004535
b0460,0.550987943
b1320,0.18457247
b1646,-0.540370141
b2255,-0.388830949
b4293,0.172058332
b3941,1.261095381
b4390,0.010501537
b2795,-0.694682982
b2352,0.460913837
b2820,0.19323796
b4137,0.32365461
b1916,0.154611189
b1403,-0.277339415
b0540,0.042065197
b4689,-0.448791958
b2275,-0.060597868
b2590,1.439576262
b0087,0.004982973
b1868,-0.149359438
b1246,-1.055686384
b2396,0.916596688
b2147,-0.516831771
b4614,-0.346503257
b0979,-0.181884023
b2835,-0.001922433
b2704,-0.768952036
b2129,0.002092401
b4026,0.90568875
b4291,0.055461131
b0202,1.6061301
b3743,-0.064928539
b0993,-0.078284291
b2767,-0.646788472
b1955,-0.160302663
b3437,0.747785047
b4522,0.656555055
b3910,0.741549433
b1629,0.451094205
b1652,0.375617334
b3068,-0.14907041
b1686,0.067720617
b4581,0.13363958
b0601,-0.254001168
b2341,-0.317811258
b0089,0.085639678
b0837,-0.268478264
b1895,-0.350246147
b4377,0.512558334
b3196,0.352651312
b0377,0.289937807
b4220,0.097627917
b1012,0.789010312
b4426,0.559801655
b0467,0.316682094
b1572,-0.09069444
b0881,-0.254647209
b1687,0.157611743
b3096,-0.288674497
b0318,-0.579325029
b0789,-0.491480322
b3832,-0.451443954
b0714,-0.564035835
b4468,-0.651715122
b3509,0.017026638
b3411,-0.013963354
b4626,0.403095639
b0747,2.13699739
b1432,0.118463992
b1665,0.844715034
b3943,0.270667586
b3624,-0.063576133
b2145,-0.302317466
b2039,0.119956107
b2800,-0.545962
b4051,-0.536272361
b2783,0.071781598
b4246,0.881893709
b1245,-0.950158898
b0046,0.125877629
b3519,-0.164400468
b4453,0.026985374
b3846,-0.272753584
b0225,-0.224131994
b1909,1.89676628
b2842,-0.013877469
b2798,0.148652016
b0980,-0.02324506
b1039,-0.741525156
b1384,-0.34690646
b0447,0.485643821
b4190,0.030267905
b3263,1.179911545
b3569,-0.11664519
b0211,0.909915038
b0282,-0.351146403
b0879,-0.375307472
b0203,1.35249977
b1251,-0.103307045
b0643,-0.709385661
b4148,0.437569031
b3836,-0.036071721
b2799,-0.583225619
b4045,-0.186970747
b2465,-0.668326318
b3873,-0.232307076
b1967,-1.409505595
b0392,0.021294359
b0748,2.215250637
b2289,-0.250495244
b4330,-0.465737785
b0677,-0.103077239
b2723,-1.118429183
b1517,-0.752581053
b4196,-0.25331607
b2675,-0.966719774
b1908,0.106770774
b2964,-1.508816144
b1181,-0.118532207
b1989,-0.270153095
b1477,0.344007339
b4539,-0.20875527
b2823,0.235234101
b3510,0.244882772
b1939,1.184132084
b2537,0.130159131
b2943,-0.271502311
b2839,0.064976556
b3794,0.550214837
b1285,-0.263781323
b3789,0.043540812
b1574,-1.228598202
b1962,0.18042075
b0226,-0.251788341
b0210,-0.222409555
b1400,-0.355555906
b0007,-0.377997115
b3960,1.837350163
b4467,-0.224546465
b3511,0.211672353
b1100,0.077063452
b0946,0.551212723
b2718,-0.046641103
b1050,0.083089854
b2724,-1.004538682
b4666,0
