Blattner,Log2FC(pdxBJ/WT_20nM PN)
b1413,-0.094700582
b3685,-0.951432909
b3926,-1.316501607
b0144,0.493519823
b3539,0.158604923
b1558,1.195727747
b2900,-0.470911234
b3599,-1.496522138
b1056,1.079088521
b2698,-0.229728602
b2552,-0.038832677
b0479,-0.275625766
b1784,0.875537432
b3360,0.37059972
b2152,0.464584187
b3537,-0.014725336
b2474,-0.172721041
b0950,0.286478192
b0662,-0.316312444
b3353,0.401295886
b3454,-1.542858796
b1440,-0.614772651
b2180,-0.417027258
b4289,-1.473189095
b2529,-0.724981007
b1061,-0.222839616
b0590,-0.195154655
b3369,0.688352021
b3496,-0.074930022
b3853,0.547354626
b1923,1.329115139
b0623,0.129545507
b0580,0.308422103
b1944,0.000327163
b3082,-0.08747554
b0199,0.691449591
b0817,-0.080725589
b2693,0.480701159
b2167,0.700255082
b2304,-1.495742278
b3512,0.722162574
b1882,0.369051272
b2398,-1.424409527
b1109,-0.750548287
b4668,0
b1375,1.709506229
b0666,1.041157843
b0987,0.612608724
b1954,0.208341328
b3024,0.415955484
b4642,0.23625959
b3606,-0.038263276
b1776,-0.48639894
b1799,-0.684786919
b4571,0.155182951
b3148,-0.510474637
b4018,-0.530113727
b1241,-0.786055096
b3864,0.071319355
b1534,1.496793567
b4546,-0.388699211
b4378,0.743166526
b2306,-0.585477947
b4688,-0.458816991
b2397,0.121610208
b2936,-0.841011288
b4128,-0.014176668
b1099,0.659496147
b0528,-1.353946833
b1642,-0.453069536
b1938,0.275062352
b2753,0.520425738
b2082,-0.227299907
b2354,0.885319923
b2381,0.125054644
b3413,-0.541707585
b4691,1.804540373
b3042,-1.047539229
b3081,-1.303593885
b0397,-0.225484642
b0878,0.468212442
b3827,0.509737947
b0064,-0.162268816
b0873,-1.139359648
b2731,0.230735688
b2838,-1.804059021
b3431,-0.416343542
b1906,-0.910625341
b1544,1.614604469
b2028,0.386721509
b1971,0.569589315
b0790,0.778196653
b4399,0.312059035
b2602,0.594482773
b1736,-0.281531702
b4113,-0.506938683
b0147,0.209046883
b1526,0.406836567
b0546,0.466975697
b1953,0.059500531
b1800,-0.234728707
b1738,-0.055413952
b3128,-0.283673556
b3223,-0.389289099
b3503,0.132479477
b1143,-0.255386679
b2026,-1.149076533
b1707,1.113840417
b1942,-0.513231734
b2910,-0.063916226
b3003,1.310688598
b0868,0.194578471
b1355,0.545711975
b2712,-0.687966837
b2725,-1.961016092
b0346,-2.403305909
b1419,-0.559485344
b1958,0.159472992
b3034,-0.042538626
b4446,0.236219058
b0022,0.399281962
b2315,-0.743060946
b4350,-1.308725202
b4665,0.165645288
b2394,-0.052315516
b2313,-1.084460786
b4171,-0.307516032
b1760,0.550980288
b1045,0.046569656
b0700,0.545681386
b2212,-0.069373853
b1330,0.068465601
b3618,-0.725575689
b0088,0.183833789
b1306,1.171343543
b1584,0.006910762
b0454,0.258077019
b0482,0.213692878
b0523,-2.408051251
b0952,0.036611929
b3665,-0.917373804
b2677,-0.783314818
b3088,0.037736595
b1423,-1.187757163
b4236,-0.286755765
b0449,0.116923689
b2797,-0.346684968
b4078,-0.40889649
b4126,0.081126053
b4663,0.310341084
b3535,0.437554875
b0634,0.011372302
b2322,0.282302138
b1230,0.549249709
b4222,0.757094816
b1765,-0.719281121
b0488,-0.537820748
b4167,-0.032644335
b2876,-2.66799354
b3792,-0.05136173
b0220,1.282848499
b1643,0.582234291
b0378,0.345536591
b0360,-0.123850204
b2427,-0.768403804
b3001,-1.442108272
b1229,-1.206161317
b1182,-0.609155983
b0049,0.307254323
b4367,-0.057553713
b3969,0.256521357
b0791,-0.978037015
b3759,0.012079
b1647,-1.296202489
b0350,1.549310406
b3221,0.696849065
b2785,-0.57491023
b3218,0.254424643
b2340,1.034046548
b1712,-0.658634885
b3571,-0.170260652
b3672,-0.042297997
b1080,-0.145647845
b0673,1.128466871
b3166,-0.707812026
b3588,-0.085272084
b1439,0.317534555
b4068,0.325717383
b4107,1.275781022
b1692,1.243644378
b2679,-0.961404849
b2557,-2.184205451
b3603,-0.850924391
b3528,-2.862265705
b1406,-1.347691209
b0475,0.245651289
b0891,-0.350564532
b4703,-0.022444769
b1188,0.471976276
b1081,0.076648176
b3087,-1.129610256
b2457,0.623500951
b2671,0.48905229
b3710,-0.315107187
b3545,-0.211246191
b4640,0.719610163
b1443,1.737088398
b2470,0.024800662
b1146,1.476056606
b0491,-0.22320819
b1677,-0.669889218
b2540,0.804523843
b2889,-0.231282808
b4287,-1.193466904
b1422,-1.477937167
b0192,-0.059371349
b1741,0.400323365
b4039,-0.798944089
b4675,-0.513938776
b4519,1.792770344
b0802,0.726326836
b4142,-0.045199779
b2266,0.753951516
b0456,1.551180011
b2464,0.021624845
b4559,-0.702425918
b3625,-0.411572621
b4543,-0.226996588
b4005,-1.516544811
b2434,0.493281545
b4110,0.770370789
b3920,0.375375807
b2438,-0.131660343
b4656,0.724774758
b0484,-0.863343782
b3248,0.611693531
b4150,-0.253521287
b0746,-0.04818658
b1247,-3.090068604
b1476,0.294450133
b1530,0.701180044
b0585,-0.162482313
b4433,-0.25296333
b0573,0.967868108
b3506,0.038780962
b2325,0.110115222
b1057,0.79359919
b0883,0.547897299
b2100,-0.093838612
b4124,-0.809979431
b3628,-0.392883285
b0949,-0.392073253
b3534,0.965149156
b2430,-0.682241793
b0240,0.113607419
b3749,-1.10003533
b1072,0.62478334
b4111,0.144947458
b1612,-2.077897345
b3039,-0.195600729
b4336,0.581533599
b0745,0.157915653
b1735,-0.066422729
b1667,-0.534670093
b1446,-1.021241195
b0483,0.483282309
b2351,-0.356256159
b4452,0.258674423
b1111,-0.834174669
b4523,0.366512334
b3652,-0.699366364
b4435,-1.444208097
b0388,-0.402551139
b1537,1.168234071
b1848,-1.124722403
b2583,-0.526406131
b4584,-0.001384285
b3450,-0.016852442
b2439,-0.042813443
b0099,-0.209621123
b3210,-0.789825717
b1845,0.204860845
b3167,-1.182704841
b1897,1.112967107
b3284,-0.407013488
b4023,-1.138374807
b2980,-3.216942082
b0316,0.398073927
b2426,-1.848769425
b4327,0.097373624
b0565,-1.015580553
b0261,-1.078875716
b2707,-1.726675533
b1357,0.611622398
b4216,-0.833928195
b0435,-0.320344829
b0336,-0.032891833
b1283,0.668751001
b4706,-0.478821406
b4707,-0.478870852
b0083,-0.056002729
b1381,0.423238545
b1911,1.482664034
b3336,0.801338372
b3208,0.016150555
b1106,0.01624866
b0221,1.685978351
b0503,-0.272732994
b2168,0.898744336
b3142,-0.473567578
b3473,0.508693446
b1428,0.850126731
b1715,0.10022012
b2137,0.968344415
b3626,-0.622294917
b3303,-1.385462887
b3547,0.701728075
b0251,0.289926619
b3301,-1.276179272
b3773,0.20819523
b3513,0.159566702
b0058,-0.192425771
b2695,0.067687454
b3283,0.086445826
b1733,-0.032988027
b3918,0.17719964
b2151,-2.529737208
b4221,0.252343353
b4270,-0.246544121
b0699,-0.199555437
b0122,0.739700608
b2421,2.481885042
b2243,-0.498813115
b2428,-2.079861846
b0232,0.008370437
b4490,0.782809295
b0794,0.222775583
b4473,-0.267024087
b1272,-0.847152144
b2017,0.24623497
b4288,-1.293732633
b1415,-0.289600831
b2541,0.781661364
b1420,-0.877546932
b0679,-1.215724291
b2694,-0.002102959
b0460,0.814552018
b1320,0.394421059
b1646,0.258468474
b2255,0.712729492
b4293,-0.767629867
b3941,1.048282342
b4390,-0.40889078
b2795,-1.493785126
b2352,-1.17817147
b2820,-0.073631276
b4137,-0.130979627
b1916,1.153306316
b1403,-0.110798243
b0540,0.178791512
b4689,1.028074104
b2275,0.662519654
b2590,0.221423291
b0087,0.292199452
b1868,0.566118401
b1246,-2.377757692
b2396,-0.266123608
b2147,0.275816412
b4614,-0.58407255
b0979,-0.382839947
b2835,-0.032115149
b2704,-0.881702302
b2129,0.996546854
b4026,1.907447365
b4291,-1.082713783
b0202,0.376779317
b3743,-0.535824444
b0993,0.42971371
b2767,-0.598109169
b1955,0.492999584
b3437,0.256572634
b4522,0.503011001
b3910,0.245836789
b1629,-0.352579491
b1652,-0.092124589
b3068,-0.439931555
b1686,-0.522854117
b4581,1.060384788
b0601,0.161059781
b2341,-0.547158985
b0089,0.431986368
b0837,0.489329901
b1895,0.88476381
b4377,0.661778133
b3196,0.007238592
b0377,0.275541585
b4220,0.342000726
b1012,-1.569202582
b4426,0.997905238
b0467,0.016327351
b1572,0.453411134
b0881,-0.209361788
b1687,-0.232952821
b3096,-0.528480986
b0318,-0.318724262
b0789,0.609923603
b3832,-0.646619805
b0714,0.340378801
b4468,-0.644061117
b3509,0.341761069
b3411,-0.057336833
b4626,-0.70119814
b0747,0.250900285
b1432,0.156678008
b1665,0.395781999
b3943,0.154065905
b3624,-0.280103896
b2145,0.285697358
b2039,-0.596487145
b2800,-0.683227543
b4051,0.306929239
b2783,0.004699781
b4246,-0.085282168
b1245,-1.730226098
b0046,0.345020712
b3519,0.284646202
b4453,0.123188082
b3846,-1.0655498
b0225,0.127521766
b1909,1.806417938
b2842,0.191285641
b2798,-0.346332619
b0980,0.312025533
b1039,0.482967897
b1384,-1.153994121
b0447,0.475257278
b4190,1.199844352
b3263,0.476852672
b3569,0.071277901
b0211,0.634442209
b0282,1.214250814
b0879,0.567848905
b0203,0.521914537
b1251,-0.669004436
b0643,-1.791336368
b4148,0.417227838
b3836,-1.064080168
b2799,-0.431031036
b4045,0.676514531
b2465,0.104958496
b3873,0.222318773
b1967,0.541799885
b0392,1.013277941
b0748,0.270384488
b2289,-1.427903263
b4330,-0.464128517
b0677,-0.2378484
b2723,-2.064800952
b1517,0.312985511
b4196,0.4764283
b2675,-1.061592084
b1908,-0.574730008
b2964,-2.251202809
b1181,0.427871492
b1989,0.118185145
b1477,0.653211197
b4539,0.220251951
b2823,0.020213881
b3510,0.40470364
b1939,0.518526406
b2537,-0.914873232
b2943,0.581735855
b2839,0.183358516
b3794,0.184689263
b1285,0.521122326
b3789,-0.805250888
b1574,0.502220338
b1962,0.418414494
b0226,0.04824714
b0210,1.469464012
b1400,0.066043996
b0007,-0.591175155
b3960,-2.139000362
b4467,-0.204883831
b3511,0.116425244
b1100,0.405535393
b0946,0.711896507
b2718,0.106045236
b1050,0.830894934
b2724,-2.23871521
b4666,0.48490402
