Blattner,Log2FC(WT 5uM/20nM)
b2405,0.040049317
b0384,-0.055342565
b1482,-0.053274955
b3967,0.039350617
b1025,0.052285451
b1976,0.108898874
b1019,0.11385844
b3793,-0.057429618
b1640,-0.033525375
b2504,0.077261634
b4537,-0.053209773
b2213,-0.054441581
b2604,-0.031568278
b2312,-0.160252986
b3631,-0.039602695
b2942,-0.100605436
b4317,-0.083102445
b1205,0.072597998
b4272,-0.038667844
b3548,-0.06955665
b4662,0.178690714
b1762,-0.057934495
b0595,0.06306683
b3207,-0.057224834
b1413,-0.05375924
b3685,0.064434792
b3926,0.075873656
b0144,0.053572887
b3539,-0.041079724
b1558,-0.08881596
b2900,-0.046506804
b3599,0.033657675
b1056,-0.058551945
b2698,0.051329267
b2552,-0.060055781
b0479,-0.056316767
b1784,-0.041701138
b3360,0.062023004
b2152,-0.04518229
b3537,0.03991462
b2474,0.048931321
b0950,-0.036954581
b0662,-0.063439656
b3353,-0.058704282
b3454,-0.054831941
b1440,-0.113125281
b2180,0.054475851
b4289,0.059393301
b2529,-0.040397545
b1061,-0.038411412
b0590,-0.069177249
b3369,-0.101224328
b3496,-0.055062204
b3853,0.151634965
b1923,-0.055610531
b0623,-0.062794368
b0580,0.0610983
b1944,-0.095797555
b3082,-0.041275912
b0199,-0.085371778
b0817,-0.04103162
b2693,-0.114439193
b2167,-0.043553974
b2304,0.061925336
b3512,0.067604327
b1882,0.058507587
b2398,0.075395336
b1109,0.060517607
b4668,1.700140172
b1375,-0.073702535
b0666,-0.067116554
b0987,0.055697348
b1954,0.056039563
b3024,-0.035113919
b4642,-0.094024001
b3606,-0.060955416
b1776,-0.055171543
b1799,0.081268358
b4571,-0.037755811
b3148,-0.028265456
b4018,0.040717782
b1241,0.102019905
b3864,-0.051421131
b1534,-0.052996409
b4546,-0.052664963
b4378,0.045069228
b2306,0.052282837
b4688,0.077101789
b2397,-0.125925651
b2936,0.035948837
b4128,-0.080153106
b1099,-0.039123729
b0528,-0.052867804
b1642,-0.04139312
b1938,-0.079962855
b2753,-0.057548676
b2082,-0.04194547
b2354,0.064949855
b2381,-0.031754071
b3413,-0.032399371
b4691,0.058608689
b3042,-0.041506701
b3081,-0.09990653
b0397,0.055325577
b0878,-0.034616073
b3827,0.088367451
b0064,-0.045989997
b0873,-0.062755116
b2731,0.036451717
b2838,-0.105055458
b3431,-0.028748385
b1906,0.080269002
b1544,-0.067138052
b2028,-0.048056174
b1971,0.042811913
b0790,-0.041737175
b4399,-0.038262016
b2602,0.045519319
b1736,-0.045953539
b4113,0.038983409
b0147,0.042124303
b1526,0.034640449
b0546,-0.033437487
b1953,0.04545814
b1800,0.041037603
b1738,0.033828748
b3128,0.054221977
b3223,0.061661859
b3503,0.056509188
b1143,-0.03820716
b2026,-0.055646067
b1707,0.037934438
b1942,0.093669286
b2910,0.035411425
b3003,0.037243981
b0868,0.03837072
b1355,0.108138926
b2712,0.039220762
b2725,-0.174310653
b0346,0.098503372
b1419,-0.04202953
b1958,-0.043049931
b3034,-0.024397435
b4446,0.053674052
b0022,0.047239127
b2315,0.0337955
b4350,-0.033588318
b4665,-0.150138221
b2394,-0.037778594
b2313,-0.079752143
b4171,-0.022468397
b1760,-0.055099717
b1045,0.039507529
b0700,-0.036749113
b2212,0.061436038
b1330,-0.037269698
b3618,0.043759298
b0088,0.034146009
b1306,-0.049118399
b1584,-0.026243887
b0454,0.029081281
b0482,0.033166144
b0523,-0.146984647
b0952,0.035116256
b3665,0.051255648
b2677,-0.080713125
b3088,-0.043797858
b1423,0.089315194
b4236,-0.032167274
b0449,0.034519976
b2797,0.065864978
b4078,-0.023999932
b4126,0.04087867
b4663,-0.091365561
b3535,-0.044403388
b0634,-0.048789559
b2322,-0.045998502
b1230,0.084333123
b4222,-0.035479628
b1765,0.033515833
b0488,-0.027604327
b4167,0.02024346
b2876,0.116304423
b3792,0.030346124
b0220,0.027957061
b1643,-0.057624742
b0378,0.023528421
b0360,-0.029138686
b2427,0.047942363
b3001,-0.049549162
b1229,0.31559435
b1182,0.061567675
b0049,-0.025872387
b4367,-0.054676275
b3969,0.07197782
b0791,0.05168617
b3759,0.105650349
b1647,-0.032031061
b0350,0.025388082
b3221,0.026371885
b2785,-0.036854425
b3218,0.053138128
b2340,-0.050722868
b1712,-0.019551066
b3571,0.035853662
b3672,0.046994362
b1080,-0.061738822
b0673,-0.059362414
b3166,-0.030525565
b3588,0.047970846
b1439,-0.029540651
b4068,-0.070399114
b4107,-0.042015431
b1692,0.039114891
b2679,-0.041219187
b2557,0.098381105
b3603,0.055337029
b3528,-0.066952498
b1406,0.044961432
b0475,0.025765316
b0891,0.020958587
b4703,-0.032056773
b1188,0.033193232
b1081,0.059285412
b3087,-0.033445807
b2457,0.031552204
b2671,-0.03917982
b3710,0.037806766
b3545,-0.061069377
b4640,-0.052633066
b1443,-0.044656394
b2470,0.028422088
b1146,-0.060646908
b0491,-0.03276156
b1677,-0.050510422
b2540,-0.04390333
b2889,0.029583393
b4287,0.03249552
b1422,0.050448986
b0192,0.026853951
b1741,-0.027957266
b4039,0.03775679
b4675,-0.048585478
b4519,0.073470056
b0802,0.035270687
b4142,-0.040176734
b2266,-0.020223513
b0456,0.039906802
b2464,0.026981327
b4559,-0.059049119
b3625,-0.027369034
b4543,0.019356066
b4005,0.057487671
b2434,0.028907308
b4110,0.032645802
b3920,0.024465099
b2438,-0.029583605
b4656,-0.026176899
b0484,0.062413868
b3248,-0.025646685
b4150,-0.026808958
b0746,-0.058563115
b1247,0.058672768
b1476,0.035739272
b1530,0.037476721
b0585,0.048194612
b4433,0.062675913
b0573,-0.060992852
b3506,0.035602736
b2325,-0.029791892
b1057,0.028265849
b0883,0.041053479
b2100,-0.020487047
b4124,-0.019888754
b3628,-0.019199941
b0949,0.036740783
b3534,-0.031958479
b2430,0.028134432
b0240,0.032088173
b3749,0.075883708
b1072,-0.0454779
b4111,-0.035368502
b1612,-0.045183387
b3039,-0.018090214
b4336,0.031031568
b0745,-0.043191256
b1735,0.018762923
b1667,-0.019730105
b1446,-0.023769262
b0483,0.014624351
b2351,-0.031254988
b4452,0.020739132
b1111,-0.027384391
b4523,-0.05850647
b3652,0.029186505
b4435,0.039538606
b0388,-0.023718423
b1537,0.029522552
b1848,-0.027613383
b2583,0.023775025
b4584,-0.020415757
b3450,-0.018591449
b2439,-0.026111402
b0099,-0.02222301
b3210,-0.023552423
b1845,-0.020483372
b3167,-0.021913987
b1897,-0.026803989
b3284,0.018955642
b4023,-0.017684432
b2980,0.051447485
b0316,-0.035704208
b2426,-0.036103533
b4327,-0.016838195
b0565,0.02095573
b0261,-0.029870235
b2707,-0.020958995
b1357,0.031126353
b4216,-0.048306199
b0435,-0.016840836
b0336,-0.030567664
b1283,0.030708632
b4706,-0.203190487
b4707,-0.203189631
b0083,0.014271345
b1381,-0.013616597
b1911,-0.040030177
b3336,0.025651567
b3208,-0.016455605
b1106,0.01533232
b0221,-0.042701917
b0503,-0.021751389
b2168,-0.017157957
b3142,0.025950183
b3473,0.016923134
b1428,-0.018261118
b1715,-0.031747154
b2137,0.019161076
b3626,0.012282352
b3303,-0.017084049
b3547,0.064952756
b0251,0.017445785
b3301,0.014250343
b3773,-0.014307842
b3513,0.022094872
b0058,0.03478231
b2695,-0.032090356
b3283,-0.012512307
b1733,0.01476089
b3918,0.022763886
b2151,0.055794495
b4221,0.011831057
b4270,-0.033101417
b0699,-0.038346306
b0122,0.018083433
b2421,0.026181174
b2243,-0.027161944
b2428,0.026274043
b0232,0.016988455
b4490,-0.021232028
b0794,-0.021295901
b4473,0.013957666
b1272,0.011885333
b2017,-0.014734327
b4288,-0.014539573
b1415,-0.026920869
b2541,0.015625064
b1420,-0.02706441
b0679,-0.009896586
b2694,0.027260327
b0460,0.010639216
b1320,0.02278368
b1646,0.012332944
b2255,0.016036518
b4293,0.027904593
b3941,0.039619625
b4390,0.018175294
b2795,0.015527961
b2352,0.022124807
b2820,0.017490694
b4137,-0.014563011
b1916,-0.012163966
b1403,-0.011617303
b0540,0.012339727
b4689,0.122734036
b2275,0.017204886
b2590,0.02817983
b0087,-0.011032417
b1868,-0.011161762
b1246,0.030392851
b2396,0.044572609
b2147,-0.018473026
b4614,0.042785909
b0979,-0.013583198
b2835,0.013723879
b2704,0.016039142
b2129,0.018431536
b4026,-0.017302355
b4291,-0.013114878
b0202,0.028568225
b3743,0.015977617
b0993,-0.010738879
b2767,-0.023460024
b1955,-0.014240813
b3437,-0.017313126
b4522,0.02892396
b3910,0.013322
b1629,0.022654666
b1652,0.012169974
b3068,0.007757446
b1686,0.018646758
b4581,0.014891621
b0601,0.013552951
b2341,-0.019629557
b0089,-0.009219347
b0837,-0.00795444
b1895,-0.011486471
b4377,0.010838555
b3196,-0.005231892
b0377,-0.008744982
b4220,-0.009836052
b1012,-0.046211992
b4426,-0.02764789
b0467,-0.009658416
b1572,0.017103962
b0881,-0.006534138
b1687,0.018652887
b3096,0.008213571
b0318,-0.013741609
b0789,-0.011427756
b3832,0.011061981
b0714,0.009171837
b4468,-0.014377865
b3509,-0.015517107
b3411,0.006949934
b4626,0.017065444
b0747,-0.020873506
b1432,0.007353706
b1665,0.018854783
b3943,0.007758563
b3624,0.007470296
b2145,-0.007447485
b2039,0.011846042
b2800,0.013610367
b4051,0.008936927
b2783,0.006934141
b4246,-0.010489816
b1245,-0.017704402
b0046,-0.0090126
b3519,-0.008039708
b4453,0.011228648
b3846,0.018727637
b0225,0.006919881
b1909,-0.017355158
b2842,-0.007803833
b2798,-0.0100215
b0980,-0.006509668
b1039,0.008042276
b1384,-0.016009622
b0447,-0.007439202
b4190,-0.004504645
b3263,0.026157207
b3569,0.006923789
b0211,0.008158162
b0282,0.015168909
b0879,0.00298813
b0203,-0.016289794
b1251,-0.005445401
b0643,0.006610046
b4148,-0.004599619
b3836,-0.004400389
b2799,-0.005839008
b4045,0.006342831
b2465,0.005292444
b3873,-0.006630318
b1967,-0.004468147
b0392,0.003393048
b0748,-0.01164463
b2289,-0.00615165
b4330,-0.007017676
b0677,0.003584157
b2723,0.00740088
b1517,-0.003087596
b4196,0.004738378
b2675,0.004562494
b1908,-0.002108264
b2964,-0.006602896
b1181,0.00214907
b1989,-0.005503607
b1477,0.002011815
b4539,-0.002185919
b2823,-0.002080352
b3510,0.003068507
b1939,0.002915192
b2537,-0.003717654
b2943,-0.002240138
b2839,-0.001407112
b3794,-0.001178612
b1285,-0.001008743
b3789,-0.001380382
b1574,0.004197741
b1962,-0.000780414
b0226,-0.000790177
b0210,-0.000726216
b1400,-0.000562929
b0007,0.000761805
b3960,0.001805102
b4467,0.000565122
b3511,-0.000857758
b1100,0.000126762
b0946,0.000271036
b2718,-0.000148995
b1050,-3.86E-05
b2724,0.000114792
b4666,0
