Blattner,log2FC(yggS/WT_20nM PN)
b0144,0.131374908
b3539,-0.075191045
b1558,0.425390729
b2900,-0.070309218
b3599,0.178754489
b1056,0.315528507
b2698,0.271806661
b2552,0.150656609
b0479,-0.203574268
b1784,0.280272269
b3360,0.403231183
b2152,0.298012688
b3537,0.248749805
b2474,-0.087361345
b0950,-0.057203008
b0662,0.312819152
b3353,-0.22402429
b3454,-0.282381943
b1440,0.507463967
b2180,-0.191686169
b4289,-0.255168109
b2529,-0.314279537
b1061,-0.182289605
b0590,-0.188203111
b3369,0.07331437
b3496,0.191196717
b3853,0.355378508
b1923,0.217446914
b0623,-0.375726919
b0580,0.249503326
b1944,0.60431715
b3082,0.276663591
b0199,-0.766270496
b0817,0.062204946
b2693,0.579954097
b2167,-0.614075089
b2304,-0.063715341
b3512,0.042060547
b1882,-0.175545141
b2398,0.209405278
b1109,-0.378275004
b4668,0.797225693
b1375,0.398952633
b0666,0.177724084
b0987,0.099380803
b1954,0.514509702
b3024,-0.268485312
b4642,0.245290113
b3606,-0.014407732
b1776,-0.052524001
b1799,-0.045417188
b4571,-0.197213105
b3148,-0.078887837
b4018,0.1141389
b1241,-1.006090246
b3864,-0.165782223
b1534,0.317834014
b4546,-0.173107499
b4378,0.297746441
b2306,0.515405191
b4688,0.469414723
b2397,0.340779491
b2936,0.120727256
b4128,0.049246047
b1099,0.144628392
b0528,-0.370715433
b1642,-0.131530956
b1938,0.254540916
b2753,0.161404902
b2082,0.014369511
b2354,0.199649209
b2381,-0.107403578
b3413,-0.029689162
b4691,-0.030425207
b3042,-0.21888185
b3081,0.26595455
b0397,-0.20727833
b0878,-0.013181281
b3827,0.080425182
b0064,-0.135961673
b0873,0.098495133
b2731,0.165189831
b2838,-0.837113007
b3431,-0.069521935
b1906,-0.191850391
b1544,0.397447194
b2028,0.005145008
b1971,0.24918114
b0790,0.584469741
b4399,-0.182558956
b2602,0.384455711
b1736,-0.090783474
b4113,0.160605438
b0147,0.190190003
b1526,-0.153669112
b0546,0.454365746
b1953,0.020115075
b1800,-0.217027873
b1738,-0.025463896
b3128,0.281139544
b3223,-0.078686342
b3503,0.211228784
b1143,0.204094272
b2026,-1.568911024
b1707,0.393260208
b1942,-0.026528706
b2910,-0.013522056
b3003,0.219244659
b0868,-0.161851347
b1355,0.036372255
b2712,-0.415689726
b2725,-1.25285553
b0346,0.123164024
b1419,-0.377287752
b1958,0.179544495
b3034,0.080410489
b4446,0.494864588
b0022,0.132915645
b2315,-0.052536502
b4350,0.168777171
b4665,0.458561063
b2394,-0.272991004
b2313,-0.31302325
b4171,0.000128974
b1760,0.132083665
b1045,0.015592683
b0700,-0.515932025
b2212,-0.138010134
b1330,-0.397724044
b3618,0.420857822
b0088,-0.076325728
b1306,0.222059995
b1584,0.162571051
b0454,0.137659198
b0482,0.060481061
b0523,-0.504813455
b0952,-0.146015393
b3665,0.135630061
b2677,-0.527672032
b3088,0.183119144
b1423,0.869640048
b4236,0.255043467
b0449,-0.257907699
b2797,-0.054920905
b4078,0.086238358
b4126,0.213687221
b4663,0.816535452
b3535,0.828850517
b0634,0.095014013
b2322,-0.299173999
b1230,0.160539347
b4222,0.410922789
b1765,0.362577219
b0488,-0.020826135
b4167,0.011634706
b2876,0.376768737
b3792,-0.437304278
b0220,0.015284068
b1643,0.300424373
b0378,0.020794305
b0360,-0.230392946
b2427,-0.223455933
b3001,-0.378733703
b1229,1.190976998
b1182,-0.349773027
b0049,-0.021029121
b4367,-0.233651274
b3969,0.192119527
b0791,-0.023171465
b3759,-0.599645754
b1647,-0.207328912
b0350,0.073928686
b3221,0.951753599
b2785,0.11836196
b3218,0.483583796
b2340,0.26259423
b1712,-0.057427242
b3571,0.393644532
b3672,0.433567255
b1080,0.416847708
b0673,0.167583694
b3166,0.037283126
b3588,0.393616164
b1439,-0.045226163
b4068,0.71497
b4107,0.405535518
b1692,0.040495128
b2679,-0.703380789
b2557,-0.345402766
b3603,0.514621421
b3528,0.150241122
b1406,-0.072520068
b0475,0.315595218
b0891,0.183433603
b4703,-0.051564317
b1188,0.405835024
b1081,0.06413482
b3087,0.073236546
b2457,0.139473031
b2671,-0.101148007
b3710,-0.465042176
b3545,-0.321268583
b4640,0.511460999
b1443,-0.120198962
b2470,-0.032031271
b1146,-0.105438471
b0491,-0.145417411
b1677,-0.170625091
b2540,-0.166265568
b2889,0.450488804
b4287,-0.650929944
b1422,0.502059939
b0192,0.021498335
b1741,-0.175853028
b4039,0.307332903
b4675,0.438087905
b4519,0.624327195
b0802,0.403348995
b4142,-0.38221381
b2266,-0.248280259
b0456,0.153207638
b2464,-0.263305289
b4559,-0.399146067
b3625,-0.171453198
b4543,0.005552732
b4005,-0.332323041
b2434,0.312964432
b4110,0.85358912
b3920,0.346123694
b2438,-0.040229336
b4656,0.06138871
b0484,-0.815240689
b3248,0.23360383
b4150,-0.167164638
b0746,0.148305748
b1247,-0.89118698
b1476,-0.216054888
b1530,-0.357390959
b0585,-0.370808706
b4433,-0.07325747
b0573,-0.445920134
b3506,-0.816725158
b2325,-0.178688402
b1057,0.157567238
b0883,0.529370707
b2100,-0.336343375
b4124,-0.120637697
b3628,0.021755351
b0949,0.163988816
b3534,0.690225775
b2430,-0.527874851
b0240,0.985878048
b3749,0.271361972
b1072,0.984755695
b4111,-0.060560279
b1612,0.221327762
b3039,-0.047625632
b4336,0.093426801
b0745,0.221047126
b1735,0.110540301
b1667,-0.003516274
b1446,-0.3427187
b0483,0.115373589
b2351,-0.166251006
b4452,0.321806573
b1111,0.152459919
b4523,0.925625259
b3652,-0.139651024
b4435,1.134604154
b0388,0.037594996
b1537,0.234625479
b1848,-0.381081289
b2583,-0.061520937
b4584,0.101999294
b3450,0.102539695
b2439,0.083863144
b0099,0.038107606
b3210,-0.153117814
b1845,-0.033684596
b3167,-0.104981809
b1897,0.245712812
b3284,0.056586655
b4023,0.088000642
b2980,0.403650001
b0316,0.36499808
b2426,-0.135649342
b4327,0.070449325
b0565,-0.506123949
b0261,-0.064250301
b2707,0.111847239
b1357,-0.119748313
b4216,0.396693109
b0435,0.451008974
b0336,-0.511341488
b1283,-0.11766141
b4706,-0.165789484
b4707,-0.165817857
b0083,-0.226418144
b1381,-0.169429185
b1911,0.669542013
b3336,0.666344292
b3208,0.020740928
b1106,-0.049155277
b0221,0.858583321
b0503,-0.30865232
b2168,-0.459444683
b3142,-0.087164202
b3473,0.255250896
b1428,0.304394994
b1715,-0.116672479
b2137,0.276446583
b3626,-0.082752308
b3303,-0.110700379
b3547,0.065365424
b0251,0.265735109
b3301,-0.068883561
b3773,0.473975207
b3513,-0.625037377
b0058,0.431058237
b2695,0.394542096
b3283,0.044968954
b1733,0.024185464
b3918,0.075104686
b2151,0.028374958
b4221,-0.05509301
b4270,0.590937555
b0699,-0.574877992
b0122,0.423674328
b2421,0.334045183
b2243,-0.592787609
b2428,-0.723547121
b0232,0.274832119
b4490,0.211166955
b0794,-0.028718599
b4473,0.130277295
b1272,-0.086317385
b2017,-0.050723365
b4288,-0.68994116
b1415,0.425874302
b2541,-0.00848373
b1420,-0.332469977
b0679,-0.409569058
b2694,0.32910875
b0460,0.742420434
b1320,-0.008641924
b1646,0.253706816
b2255,0.337511754
b4293,-0.406939253
b3941,-0.800905547
b4390,0.051560138
b2795,-0.227534041
b2352,-0.258408531
b2820,-0.184190623
b4137,0.411854643
b1916,0.197479954
b1403,-0.220448074
b0540,0.046768921
b4689,-0.138792331
b2275,0.216068794
b2590,0.104578325
b0087,-0.115873339
b1868,-0.10219523
b1246,-0.634632734
b2396,-0.191481287
b2147,0.432490214
b4614,0.41440325
b0979,-0.46768298
b2835,-0.092593043
b2704,-0.555557274
b2129,0.26820743
b4026,0.44214713
b4291,-0.403072212
b0202,0.51813326
b3743,-0.143841082
b0993,-0.239357321
b2767,0.02594035
b1955,0.353397994
b3437,0.074876455
b4522,1.039738263
b3910,0.569907699
b1629,0.037571834
b1652,-0.067228793
b3068,0.021676339
b1686,-0.569014091
b4581,0.234811874
b0601,0.129237378
b2341,0.324094589
b0089,-0.209627388
b0837,0.234071446
b1895,-0.047559467
b4377,0.131679403
b3196,0.177422522
b0377,0.180856936
b4220,0.065594953
b1012,-0.060181388
b4426,0.672499579
b0467,0.268007585
b1572,-0.151724639
b0881,0.175938202
b1687,-0.42145968
b3096,-0.100873188
b0318,-0.103454955
b0789,0.287625729
b3832,0.291595391
b0714,0.252938515
b4468,1.005977064
b3509,-0.726999861
b3411,0.138986808
b4626,0.880766191
b0747,0.196960459
b1432,0.019613516
b1665,0.452112778
b3943,-0.021472825
b3624,-0.176605162
b2145,0.031099907
b2039,0.017134847
b2800,-0.093870521
b4051,-0.05536579
b2783,0.131759079
b4246,-0.052914657
b1245,-0.573163491
b0046,0.244607202
b3519,0.247658632
b4453,0.499793116
b3846,0.676817348
b0225,-0.079003751
b1909,0.623242939
b2842,0.12586174
b2798,0.402758666
b0980,-0.081873399
b1039,-0.000150792
b1384,0.577639233
b0447,0.12765532
b4190,-0.01592239
b3263,1.318057777
b3569,0.124771632
b0211,-0.333400598
b0282,-0.069151432
b0879,-0.212696902
b0203,0.105319248
b1251,-0.172630244
b0643,0.12557612
b4148,0.615265758
b3836,-0.241712991
b2799,-0.030744069
b4045,0.114933804
b2465,-0.483646058
b3873,-0.061116052
b1967,-0.800063621
b0392,0.350884464
b0748,0.078473535
b2289,0.053156085
b4330,-0.145581981
b0677,-0.305207168
b2723,-1.344393128
b1517,-0.344207468
b4196,-0.048650307
b2675,-0.188058465
b1908,0.173110413
b2964,0.010895334
b1181,0.192358052
b1989,0.177705621
b1477,0.272026113
b4539,-0.098300018
b2823,0.088692146
b3510,-0.792141762
b1939,0.528998649
b2537,0.50105857
b2943,-0.629439973
b2839,0.141870056
b3794,-0.079951231
b1285,0.267855708
b3789,-0.187312521
b1574,-0.896119402
b1962,0.208153478
b0226,-0.142306799
b0210,0.219527762
b1400,0.04248231
b0007,0.227392054
b3960,-0.499295978
b4467,0.571126308
b3511,-1.011294331
b1100,0.145943142
b0946,0.613201901
b2718,0.157489168
b1050,0.348540309
b2724,-1.139073018
b4666,0
