feature_ids	Fucose_1_RPKM	Fucose_2_RPKM	Fucose_3_RPKM	Glucose_1_RPKM	Glucose_2_RPKM	Glucose_3_RPKM
b2194	13.0	13.0	12.0	8.0	17.0	15.0
b2196	4.0	6.0	4.0	3.0	7.0	6.0
b2197	9.0	13.0	11.0	5.0	14.0	20.0
b2198	2.0	3.0	1.0	1.0	2.0	1.0
b2199	7.0	14.0	11.0	4.0	12.0	13.0
b2200	4.0	6.0	4.0	2.0	6.0	6.0
b2201	15.0	11.0	14.0	7.0	15.0	19.0
b2202	26.0	12.0	13.0	8.0	17.0	26.0
b2203	2.0	3.0	3.0	1.0	3.0	3.0
b2204	1.0	3.0	1.0	1.0	2.0	2.0
b2205	2.0	2.0	1.0	1.0	3.0	2.0
b2206	5.0	11.0	5.0	2.0	8.0	8.0
b2207	2.0	6.0	2.0	0.0	3.0	3.0
b2208	10.0	20.0	17.0	1.0	14.0	16.0
b2209	92.0	53.0	55.0	87.0	52.0	40.0
b2210	27.0	21.0	15.0	46.0	24.0	23.0
b2211	22.0	47.0	29.0	13.0	38.0	35.0
b2212	4.0	6.0	5.0	8.0	6.0	3.0
b2213	12.0	17.0	21.0	27.0	20.0	12.0
b2215	6791.0	18826.0	19446.0	9094.0	17771.0	10581.0
b2216	181.0	176.0	156.0	208.0	171.0	178.0
b2217	633.0	607.0	563.0	581.0	584.0	561.0
b2218	73.0	68.0	51.0	119.0	57.0	57.0
b2219	48.0	34.0	31.0	97.0	9.0	29.0
b2220	25.0	54.0	34.0	6.0	10.0	10.0
b2221	7.0	2.0	3.0	6.0	4.0	4.0
b2222	0.0	1.0	0.0	1.0	0.0	0.0
b2223	1.0	1.0	1.0	1.0	1.0	1.0
b2224	3.0	2.0	3.0	4.0	2.0	2.0
b2225	7.0	5.0	6.0	8.0	5.0	6.0
b2226	2.0	2.0	2.0	2.0	2.0	1.0
b2229	1.0	1.0	2.0	1.0	1.0	1.0
b2230	5.0	6.0	6.0	4.0	4.0	4.0
b2231	132.0	272.0	221.0	88.0	303.0	237.0
b2232	68.0	142.0	124.0	77.0	129.0	112.0
b2233	8.0	9.0	10.0	12.0	10.0	9.0
b2234	46.0	110.0	68.0	30.0	60.0	48.0
b2235	59.0	88.0	71.0	45.0	75.0	67.0
b2236	26.0	30.0	25.0	20.0	24.0	24.0
b2237	46.0	53.0	46.0	50.0	46.0	42.0
b2238	16.0	4.0	4.0	6.0	6.0	4.0
b2239	94.0	56.0	62.0	101.0	47.0	55.0
b2240	9.0	5.0	5.0	5.0	2.0	2.0
b2241	8.0	1.0	1.0	1.0	0.0	1.0
b2242	5.0	2.0	2.0	2.0	1.0	1.0
b2243	6.0	3.0	3.0	3.0	3.0	2.0
b2247	13.0	10.0	8.0	1.0	1.0	1.0
b2249	39.0	63.0	61.0	54.0	67.0	44.0
b2250	12.0	11.0	9.0	10.0	11.0	10.0
b2251	20.0	34.0	33.0	6.0	21.0	21.0
b2252	13.0	5.0	4.0	3.0	5.0	3.0
b2253	41.0	34.0	30.0	12.0	30.0	15.0
b2254	12.0	15.0	12.0	7.0	14.0	7.0
b2255	37.0	28.0	24.0	32.0	29.0	25.0
b2256	13.0	12.0	8.0	9.0	10.0	7.0
b2257	8.0	7.0	8.0	9.0	7.0	6.0
b2258	12.0	9.0	13.0	8.0	5.0	5.0
b2259	28.0	70.0	58.0	11.0	21.0	22.0
b2260	9.0	12.0	9.0	9.0	19.0	15.0
b2261	15.0	18.0	19.0	13.0	30.0	24.0
b2262	23.0	34.0	32.0	22.0	52.0	48.0
b2263	4.0	4.0	5.0	5.0	7.0	8.0
b2264	14.0	20.0	17.0	11.0	25.0	21.0
b2265	30.0	86.0	83.0	51.0	74.0	45.0
b2266	495.0	1469.0	1870.0	2036.0	2192.0	2326.0
b2267	88.0	96.0	103.0	112.0	100.0	122.0
b2268	22.0	39.0	29.0	11.0	30.0	24.0
b2269	3.0	2.0	3.0	2.0	2.0	2.0
b2270	14.0	8.0	9.0	9.0	6.0	6.0
b2271	2.0	2.0	1.0	1.0	1.0	1.0
b2272	40.0	41.0	39.0	6.0	11.0	23.0
b2273	3.0	2.0	1.0	2.0	1.0	1.0
b2274	10.0	7.0	6.0	4.0	3.0	3.0
b2275	19.0	14.0	11.0	9.0	8.0	6.0
b2276	35.0	68.0	52.0	28.0	40.0	24.0
b2277	26.0	54.0	41.0	13.0	34.0	19.0
b2278	39.0	57.0	44.0	18.0	38.0	21.0
b2279	17.0	19.0	16.0	5.0	13.0	8.0
b2280	46.0	53.0	36.0	13.0	40.0	23.0
b2281	44.0	47.0	37.0	12.0	31.0	20.0
b2282	42.0	52.0	39.0	7.0	31.0	19.0
b2283	52.0	60.0	54.0	11.0	41.0	21.0
b2284	58.0	69.0	58.0	13.0	43.0	24.0
b2285	89.0	93.0	83.0	23.0	61.0	39.0
b2286	78.0	135.0	95.0	16.0	75.0	49.0
b2287	224.0	300.0	243.0	42.0	155.0	126.0
b2288	432.0	452.0	387.0	62.0	255.0	223.0
b2289	413.0	531.0	564.0	210.0	182.0	135.0
b2290	66.0	123.0	98.0	54.0	73.0	77.0
b2291	33.0	54.0	52.0	49.0	57.0	62.0
b2292	73.0	31.0	30.0	16.0	42.0	54.0
b2294	206.0	275.0	258.0	114.0	398.0	369.0
b2295	241.0	183.0	199.0	271.0	182.0	183.0
b2296	1358.0	927.0	786.0	161.0	826.0	1391.0
b2297	324.0	342.0	274.0	50.0	389.0	546.0
b2298	19.0	8.0	8.0	4.0	13.0	23.0
b2299	52.0	90.0	87.0	60.0	79.0	76.0
b2300	56.0	92.0	88.0	73.0	92.0	72.0
b2301	26.0	65.0	56.0	45.0	44.0	27.0
b2302	22.0	37.0	37.0	35.0	18.0	8.0
b2303	98.0	151.0	143.0	132.0	115.0	102.0
b2304	75.0	142.0	147.0	71.0	74.0	59.0
b2306	9.0	20.0	23.0	7.0	17.0	15.0
b2307	8.0	21.0	27.0	7.0	20.0	16.0
b2308	12.0	55.0	51.0	14.0	37.0	28.0
b2309	42.0	248.0	221.0	55.0	124.0	115.0
b2310	27.0	148.0	132.0	40.0	28.0	17.0
b2311	10.0	17.0	13.0	8.0	23.0	16.0
b2312	17.0	90.0	53.0	16.0	128.0	96.0
b2313	36.0	156.0	80.0	30.0	201.0	130.0
b2314	40.0	68.0	71.0	63.0	70.0	65.0
b2315	16.0	36.0	31.0	27.0	36.0	32.0
b2316	279.0	381.0	314.0	276.0	353.0	257.0
b2317	96.0	47.0	45.0	179.0	71.0	74.0
b2318	102.0	29.0	28.0	255.0	60.0	93.0
b2319	29.0	49.0	46.0	37.0	62.0	47.0
b2320	53.0	85.0	78.0	67.0	101.0	85.0
b2321	15.0	28.0	21.0	12.0	24.0	20.0
b2322	3.0	5.0	5.0	4.0	7.0	5.0
b2323	186.0	238.0	211.0	78.0	145.0	167.0
b2324	13.0	19.0	19.0	12.0	17.0	16.0
b2325	41.0	59.0	52.0	52.0	68.0	73.0
b2326	46.0	53.0	46.0	62.0	80.0	84.0
b2327	26.0	41.0	38.0	34.0	57.0	42.0
b2328	21.0	46.0	49.0	27.0	53.0	40.0
b2329	52.0	131.0	125.0	67.0	113.0	85.0
b2330	48.0	129.0	97.0	39.0	117.0	95.0
b2331	111.0	106.0	104.0	97.0	98.0	84.0
b2332	158.0	75.0	83.0	109.0	79.0	83.0
b2333	5.0	3.0	2.0	2.0	2.0	2.0
b2334	3.0	4.0	2.0	2.0	2.0	3.0
b2335	2.0	3.0	2.0	2.0	1.0	2.0
b2336	1.0	1.0	1.0	1.0	2.0	1.0
b2339	2.0	1.0	1.0	1.0	1.0	0.0
b2340	198.0	207.0	213.0	191.0	194.0	177.0
b2341	17.0	27.0	23.0	5.0	5.0	4.0
b2342	15.0	22.0	15.0	4.0	4.0	3.0
b2343	1311.0	575.0	591.0	206.0	1096.0	1982.0
b2344	26.0	68.0	30.0	13.0	23.0	20.0
b2345	6.0	4.0	4.0	4.0	3.0	3.0
b2346	76.0	126.0	114.0	59.0	96.0	77.0
b2347	23.0	37.0	42.0	87.0	25.0	19.0
b2348	7.0	8.0	4.0	7.0	7.0	8.0
b2349	12.0	17.0	13.0	6.0	11.0	11.0
b2353	67.0	49.0	50.0	64.0	30.0	27.0
b2354	21.0	12.0	11.0	12.0	8.0	10.0
b2355	2.0	0.0	0.0	1.0	1.0	1.0
b2356	0.0	0.0	0.0	0.0	0.0	0.0
b2357	1.0	0.0	0.0	1.0	0.0	0.0
b2359	5.0	3.0	3.0	4.0	3.0	4.0
b2360	9.0	13.0	11.0	5.0	8.0	8.0
b2361	2.0	1.0	1.0	0.0	1.0	0.0
b2362	0.0	1.0	1.0	1.0	1.0	0.0
b2363	11.0	9.0	12.0	10.0	7.0	6.0
b2364	8.0	14.0	18.0	7.0	9.0	9.0
b2365	4.0	6.0	6.0	4.0	4.0	3.0
b2366	9.0	17.0	13.0	8.0	12.0	9.0
b2367	4.0	2.0	2.0	3.0	2.0	1.0
b2368	3.0	3.0	2.0	3.0	2.0	1.0
b2369	619.0	497.0	500.0	231.0	651.0	428.0
b2370	100.0	82.0	72.0	61.0	122.0	71.0
b2371	7.0	4.0	3.0	4.0	3.0	2.0
b2372	4.0	4.0	4.0	6.0	2.0	2.0
b2373	3.0	5.0	4.0	9.0	4.0	2.0
b2374	4.0	7.0	5.0	20.0	4.0	2.0
b2375	7.0	9.0	8.0	16.0	5.0	5.0
b2376	10.0	5.0	6.0	10.0	5.0	4.0
b2377	189.0	108.0	135.0	309.0	126.0	119.0
b2378	467.0	445.0	444.0	422.0	581.0	566.0
b2379	24.0	61.0	55.0	35.0	53.0	40.0
b2382	12.0	19.0	20.0	20.0	22.0	15.0
b2383	2.0	2.0	3.0	2.0	2.0	2.0
b2384	1.0	1.0	1.0	1.0	1.0	1.0
b2385	1.0	1.0	1.0	1.0	0.0	1.0
b2386	1.0	1.0	1.0	1.0	1.0	1.0
b2387	2.0	2.0	2.0	2.0	1.0	1.0
b2388	289.0	153.0	157.0	146.0	118.0	117.0
b2389	62.0	42.0	50.0	54.0	46.0	43.0
b2390	275.0	344.0	413.0	494.0	376.0	378.0
b2392	638.0	880.0	990.0	1229.0	1043.0	842.0
b2393	73.0	217.0	171.0	42.0	117.0	82.0
b2396	8.0	6.0	5.0	3.0	4.0	5.0
b2397	11.0	24.0	27.0	10.0	22.0	45.0
b2398	189.0	257.0	213.0	61.0	100.0	114.0
b2399	155.0	162.0	156.0	43.0	76.0	88.0
b2400	177.0	380.0	304.0	123.0	396.0	347.0
b2401	18.0	141.0	95.0	14.0	81.0	128.0
b2402	40.0	319.0	306.0	22.0	554.0	396.0
b2403	1.0	2.0	2.0	0.0	2.0	1.0
b2404	2.0	0.0	0.0	1.0	0.0	1.0
b2405	36.0	24.0	25.0	19.0	22.0	23.0
b2406	9.0	8.0	8.0	7.0	6.0	6.0
b2407	3.0	2.0	2.0	2.0	1.0	1.0
b2408	8.0	6.0	6.0	5.0	2.0	5.0
b2409	13.0	14.0	12.0	10.0	11.0	13.0
b2410	26.0	35.0	32.0	37.0	38.0	31.0
b2411	24.0	47.0	38.0	23.0	38.0	28.0
b2412	226.0	311.0	317.0	180.0	243.0	176.0
b2413	60.0	86.0	74.0	46.0	66.0	69.0
b2414	4927.0	3302.0	3016.0	2477.0	3641.0	1948.0
b2415	1134.0	1338.0	1322.0	1400.0	3862.0	3756.0
b2416	801.0	998.0	944.0	1082.0	3107.0	3170.0
b2417	2154.0	2416.0	2243.0	2347.0	4133.0	4378.0
b2418	57.0	79.0	72.0	45.0	77.0	117.0
b2419	25.0	21.0	22.0	16.0	22.0	30.0
b2420	57.0	32.0	30.0	28.0	34.0	30.0
b2421	159.0	77.0	66.0	44.0	126.0	73.0
b2422	162.0	39.0	45.0	52.0	124.0	50.0
b2423	93.0	37.0	54.0	31.0	104.0	46.0
b2424	85.0	50.0	58.0	27.0	83.0	47.0
b2425	238.0	405.0	235.0	131.0	308.0	193.0
b2426	194.0	303.0	288.0	39.0	42.0	41.0
b2427	8.0	23.0	20.0	3.0	7.0	6.0
b2428	17.0	68.0	61.0	4.0	7.0	5.0
b2429	12.0	39.0	27.0	6.0	7.0	5.0
b2430	16.0	50.0	44.0	5.0	6.0	5.0
b2431	141.0	126.0	119.0	83.0	168.0	275.0
b2432	55.0	79.0	70.0	25.0	63.0	60.0
b2433	15.0	26.0	26.0	14.0	25.0	15.0
b2434	29.0	63.0	67.0	37.0	46.0	30.0
b2435	109.0	91.0	83.0	47.0	73.0	64.0
b2436	21.0	34.0	28.0	14.0	24.0	16.0
b2437	6.0	11.0	11.0	7.0	7.0	4.0
b2438	11.0	19.0	19.0	11.0	11.0	6.0
b2439	8.0	13.0	14.0	5.0	7.0	5.0
b2440	8.0	14.0	15.0	7.0	9.0	6.0
b2441	71.0	118.0	112.0	81.0	132.0	99.0
b2442	52.0	74.0	64.0	53.0	74.0	48.0
b2443	67.0	24.0	27.0	57.0	33.0	67.0
b2444	5.0	4.0	5.0	4.0	4.0	3.0
b2445	2.0	2.0	2.0	2.0	3.0	1.0
b2446	3.0	6.0	5.0	5.0	4.0	4.0
b2447	5.0	7.0	6.0	6.0	6.0	5.0
b2448	5.0	3.0	3.0	7.0	4.0	3.0
b2449	40.0	46.0	69.0	103.0	47.0	50.0
b2450	97.0	89.0	84.0	100.0	73.0	115.0
b2451	1.0	1.0	1.0	1.0	1.0	1.0
b2452	1.0	2.0	2.0	2.0	2.0	1.0
b2453	1.0	1.0	1.0	1.0	0.0	0.0
b2454	1.0	0.0	0.0	0.0	1.0	0.0
b2455	0.0	1.0	0.0	0.0	0.0	0.0
b2456	2.0	0.0	1.0	0.0	1.0	0.0
b2457	8.0	10.0	8.0	2.0	4.0	4.0
b2458	2.0	2.0	2.0	1.0	1.0	1.0
b2459	2.0	1.0	2.0	1.0	1.0	0.0
b2460	2.0	2.0	2.0	1.0	1.0	1.0
b2461	2.0	2.0	2.0	1.0	1.0	0.0
b2462	5.0	2.0	3.0	1.0	1.0	1.0
b2463	136.0	153.0	139.0	76.0	60.0	47.0
b2464	106.0	245.0	318.0	477.0	260.0	171.0
b2465	54.0	148.0	183.0	310.0	191.0	124.0
b2466	69.0	18.0	18.0	165.0	21.0	46.0
b2467	74.0	93.0	89.0	103.0	111.0	125.0
b2468	10.0	5.0	4.0	3.0	5.0	3.0
b2469	33.0	46.0	35.0	12.0	32.0	17.0
b2470	8.0	10.0	8.0	4.0	9.0	4.0
b2471	80.0	83.0	76.0	33.0	60.0	44.0
b2472	48.0	87.0	73.0	31.0	64.0	44.0
b2473	61.0	56.0	56.0	86.0	66.0	58.0
b2474	11.0	22.0	20.0	16.0	26.0	14.0
b2475	33.0	58.0	55.0	46.0	70.0	42.0
b2476	118.0	302.0	224.0	106.0	574.0	259.0
b2477	153.0	321.0	262.0	145.0	283.0	228.0
b2478	315.0	503.0	477.0	338.0	542.0	426.0
b2479	104.0	214.0	208.0	118.0	206.0	152.0
b2480	206.0	468.0	397.0	228.0	350.0	310.0
b2481	1.0	1.0	1.0	1.0	1.0	2.0
b2482	1.0	2.0	2.0	2.0	2.0	1.0
b2483	2.0	1.0	2.0	1.0	1.0	1.0
b2484	1.0	1.0	1.0	2.0	1.0	1.0
b2485	2.0	1.0	1.0	2.0	1.0	1.0
b2486	5.0	4.0	4.0	5.0	4.0	4.0
b2487	4.0	4.0	5.0	5.0	5.0	3.0
b2488	3.0	2.0	3.0	3.0	2.0	2.0
b2489	2.0	2.0	3.0	2.0	3.0	2.0
b2490	2.0	1.0	3.0	4.0	2.0	3.0
b2491	4.0	4.0	4.0	4.0	4.0	3.0
b2492	9.0	7.0	7.0	10.0	8.0	7.0
b2493	35.0	48.0	46.0	36.0	49.0	46.0
b2494	43.0	79.0	81.0	49.0	78.0	64.0
b2495	70.0	150.0	153.0	83.0	139.0	122.0
b2496	42.0	59.0	48.0	33.0	45.0	44.0
b2497	7.0	6.0	6.0	4.0	18.0	27.0
b2498	64.0	127.0	70.0	20.0	218.0	328.0
b2499	19.0	156.0	73.0	17.0	187.0	85.0
b2500	27.0	78.0	57.0	33.0	116.0	92.0
b2501	86.0	124.0	116.0	98.0	141.0	130.0
b2502	58.0	80.0	71.0	65.0	88.0	79.0
b2504	283.0	208.0	245.0	202.0	157.0	243.0
b2505	7.0	3.0	3.0	1.0	3.0	3.0
b2506	22.0	9.0	12.0	12.0	8.0	10.0
b2507	103.0	168.0	130.0	122.0	369.0	285.0
b2508	29.0	92.0	51.0	44.0	428.0	309.0
b2509	71.0	85.0	65.0	97.0	174.0	135.0
b2510	40.0	47.0	37.0	50.0	47.0	58.0
b2511	133.0	175.0	154.0	142.0	171.0	152.0
b2512	131.0	234.0	209.0	157.0	251.0	172.0
b2513	113.0	156.0	129.0	120.0	179.0	134.0
b2514	130.0	214.0	179.0	129.0	236.0	168.0
b2515	162.0	280.0	253.0	185.0	273.0	239.0
b2516	168.0	277.0	251.0	135.0	233.0	198.0
b2517	65.0	161.0	101.0	61.0	129.0	92.0
b2518	27.0	102.0	52.0	21.0	72.0	51.0
b2519	7.0	10.0	9.0	5.0	9.0	6.0
b2520	76.0	103.0	98.0	82.0	79.0	73.0
b2521	147.0	205.0	176.0	56.0	91.0	88.0
b2522	36.0	18.0	17.0	13.0	25.0	15.0
b2523	31.0	27.0	24.0	28.0	40.0	20.0
b2524	93.0	49.0	43.0	44.0	68.0	35.0
b2525	54.0	51.0	41.0	47.0	79.0	39.0
b2526	30.0	43.0	37.0	27.0	57.0	25.0
b2527	51.0	53.0	57.0	42.0	73.0	26.0
b2528	549.0	379.0	434.0	668.0	361.0	180.0
b2529	236.0	340.0	360.0	585.0	275.0	118.0
b2530	202.0	508.0	422.0	292.0	300.0	96.0
b2531	363.0	672.0	638.0	489.0	346.0	133.0
b2532	180.0	182.0	168.0	136.0	221.0	197.0
b2533	42.0	123.0	60.0	13.0	194.0	172.0
b2534	5.0	4.0	4.0	5.0	6.0	3.0
b2535	14.0	30.0	38.0	22.0	17.0	9.0
b2536	7.0	14.0	12.0	7.0	10.0	7.0
b2537	9.0	29.0	29.0	8.0	7.0	4.0
b2538	10.0	13.0	16.0	18.0	17.0	13.0
b2539	5.0	6.0	7.0	7.0	6.0	4.0
b2540	3.0	4.0	4.0	5.0	3.0	2.0
b2541	5.0	5.0	5.0	6.0	3.0	3.0
b2542	8.0	8.0	7.0	10.0	7.0	6.0
b2543	28.0	109.0	118.0	62.0	71.0	43.0
b2544	6.0	7.0	8.0	7.0	7.0	4.0
b2545	6.0	6.0	5.0	6.0	5.0	3.0
b2546	2.0	2.0	3.0	3.0	1.0	1.0
b2547	3.0	3.0	3.0	3.0	2.0	2.0
b2548	7.0	4.0	3.0	2.0	2.0	2.0
b2549	2.0	2.0	2.0	2.0	2.0	1.0
b2550	14.0	20.0	16.0	12.0	22.0	23.0
b2551	354.0	988.0	774.0	243.0	2189.0	1720.0
b2552	50.0	23.0	23.0	31.0	10.0	8.0
b2553	99.0	271.0	227.0	64.0	209.0	200.0
b2554	16.0	36.0	32.0	17.0	32.0	23.0
b2556	29.0	29.0	32.0	32.0	31.0	27.0
b2557	18.0	62.0	37.0	18.0	113.0	58.0
b2558	6.0	9.0	7.0	5.0	8.0	7.0
b2559	34.0	34.0	28.0	18.0	32.0	28.0
b2560	94.0	85.0	87.0	72.0	108.0	98.0
b2561	11.0	18.0	15.0	4.0	7.0	6.0
b2562	106.0	35.0	24.0	9.0	46.0	41.0
b2563	29.0	34.0	29.0	14.0	35.0	37.0
b2564	88.0	116.0	108.0	63.0	123.0	111.0
b2565	20.0	30.0	28.0	27.0	43.0	32.0
b2566	120.0	256.0	192.0	111.0	218.0	185.0
b2567	170.0	265.0	204.0	95.0	229.0	195.0
b2568	94.0	152.0	128.0	102.0	162.0	138.0
b2569	102.0	218.0	165.0	95.0	193.0	156.0
b2570	59.0	92.0	86.0	52.0	111.0	97.0
b2571	95.0	186.0	168.0	110.0	208.0	149.0
b2572	708.0	550.0	623.0	797.0	705.0	779.0
b2573	708.0	430.0	483.0	725.0	601.0	562.0
b2574	42.0	17.0	19.0	36.0	24.0	48.0
b2576	34.0	101.0	70.0	28.0	76.0	51.0
b2577	52.0	25.0	21.0	31.0	22.0	30.0
b2578	43.0	29.0	28.0	25.0	41.0	31.0
b2579	47705.0	29805.0	32643.0	7304.0	33673.0	29305.0
b2580	65.0	79.0	80.0	65.0	71.0	76.0
b2581	49.0	92.0	60.0	29.0	75.0	70.0
b2582	88.0	83.0	61.0	67.0	125.0	157.0
b2583	10.0	26.0	19.0	9.0	25.0	21.0
b2585	237.0	487.0	420.0	100.0	217.0	193.0
b2586	48.0	45.0	36.0	50.0	39.0	26.0
b2587	596.0	747.0	585.0	1099.0	614.0	322.0
b2588	1.0	0.0	0.0	2.0	6.0	67.0
b2589	4.0	0.0	0.0	6.0	1.0	5.0
b2590	230.0	211.0	160.0	143.0	276.0	235.0
b2591	180.0	4.0	5.0	690.0	1.0	31.0
b2592	383.0	268.0	398.0	585.0	278.0	150.0
b2594	87.0	153.0	135.0	69.0	116.0	104.0
b2595	392.0	730.0	660.0	254.0	659.0	616.0
b2597	17482.0	13261.0	14828.0	2699.0	1954.0	3192.0
b2598	243.0	239.0	284.0	139.0	183.0	166.0
b2599	440.0	307.0	280.0	574.0	355.0	251.0
b2600	5224.0	124.0	116.0	6018.0	415.0	192.0
b2601	13928.0	204.0	189.0	15154.0	888.0	315.0
b2602	102.0	57.0	52.0	129.0	46.0	29.0
b2603	161.0	75.0	67.0	67.0	113.0	132.0
b2605	46.0	56.0	46.0	29.0	74.0	73.0
b2606	1578.0	1412.0	1010.0	1354.0	2828.0	2626.0
b2607	1066.0	1337.0	914.0	865.0	2859.0	3073.0
b2608	1463.0	1996.0	1290.0	1128.0	3621.0	4146.0
b2609	1113.0	1671.0	1106.0	869.0	3095.0	2780.0
b2610	186.0	227.0	200.0	227.0	240.0	187.0
b2611	49.0	100.0	77.0	35.0	77.0	63.0
b2614	910.0	588.0	659.0	980.0	663.0	549.0
b2615	84.0	133.0	121.0	73.0	108.0	105.0
b2616	42.0	36.0	30.0	15.0	20.0	20.0
b2617	548.0	441.0	443.0	328.0	426.0	643.0
b2619	100.0	102.0	88.0	74.0	90.0	70.0
b2620	190.0	325.0	291.0	143.0	240.0	261.0
b2622	63.0	84.0	97.0	80.0	68.0	80.0
b2623	59.0	20.0	19.0	18.0	23.0	22.0
b2624	3.0	3.0	4.0	1.0	5.0	5.0
b2625	2.0	1.0	1.0	1.0	1.0	1.0
b2626	4.0	3.0	3.0	2.0	1.0	3.0
b2629	15.0	15.0	13.0	9.0	12.0	11.0
b2630	314.0	247.0	202.0	118.0	232.0	173.0
b2631	273.0	153.0	150.0	220.0	139.0	152.0
b2632	4.0	5.0	5.0	5.0	4.0	2.0
b2633	4.0	3.0	3.0	4.0	4.0	3.0
b2634	2.0	2.0	3.0	3.0	3.0	1.0
b2635	1.0	1.0	0.0	0.0	1.0	0.0
b2636	1.0	1.0	2.0	1.0	2.0	1.0
b2637	8.0	14.0	18.0	14.0	11.0	9.0
b2638	15.0	31.0	26.0	24.0	26.0	21.0
b2641	7.0	11.0	13.0	7.0	12.0	8.0
b2642	16.0	19.0	18.0	29.0	25.0	18.0
b2643	3.0	4.0	4.0	4.0	4.0	3.0
b2644	1.0	1.0	2.0	1.0	1.0	1.0
b2645	1.0	1.0	1.0	1.0	1.0	0.0
b2646	3.0	3.0	4.0	3.0	2.0	2.0
b2647	18.0	11.0	11.0	14.0	8.0	7.0
b2648	10.0	3.0	2.0	2.0	4.0	2.0
b2650	2.0	1.0	1.0	1.0	1.0	1.0
b2652	9.0	3.0	3.0	2.0	2.0	5.0
b2661	7.0	23.0	30.0	30.0	16.0	8.0
b2662	8.0	27.0	26.0	31.0	19.0	10.0
b2663	3.0	8.0	9.0	10.0	4.0	2.0
b2666	72.0	131.0	174.0	614.0	126.0	205.0
b2667	26.0	18.0	14.0	7.0	14.0	17.0
b2668	26.0	26.0	22.0	19.0	26.0	22.0
b2669	30.0	62.0	61.0	11.0	154.0	177.0
b2670	1149.0	80.0	57.0	545.0	167.0	388.0
b2671	97.0	39.0	40.0	65.0	39.0	60.0
b2672	1067.0	1352.0	1726.0	3325.0	1312.0	1147.0
b2673	141.0	294.0	316.0	492.0	338.0	404.0
b2674	75.0	160.0	150.0	221.0	128.0	171.0
b2675	100.0	213.0	179.0	245.0	177.0	202.0
b2676	106.0	152.0	123.0	341.0	157.0	179.0
b2677	102.0	43.0	30.0	82.0	99.0	71.0
b2678	28.0	16.0	13.0	33.0	40.0	25.0
b2679	60.0	34.0	23.0	53.0	64.0	65.0
b2681	5.0	5.0	5.0	4.0	5.0	4.0
b2682	88.0	140.0	119.0	97.0	159.0	99.0
b2683	30.0	61.0	59.0	21.0	77.0	61.0
b2684	200.0	168.0	139.0	73.0	172.0	144.0
b2685	12.0	17.0	12.0	6.0	16.0	10.0
b2686	8.0	9.0	9.0	6.0	11.0	7.0
b2687	496.0	668.0	706.0	730.0	793.0	748.0
b2688	119.0	241.0	226.0	153.0	209.0	177.0
b2689	49.0	77.0	74.0	43.0	70.0	49.0
b2690	38.0	73.0	57.0	32.0	58.0	42.0
b2691	83.0	102.0	79.0	29.0	96.0	55.0
b2692	148.0	199.0	164.0	43.0	279.0	175.0
b2693	206.0	295.0	243.0	58.0	414.0	340.0
b2694	118.0	137.0	123.0	33.0	231.0	175.0
b2695	66.0	110.0	102.0	40.0	139.0	129.0
b2696	6478.0	4351.0	5078.0	9218.0	3612.0	3066.0
b2697	227.0	362.0	311.0	205.0	401.0	344.0
b2698	20.0	13.0	10.0	9.0	14.0	12.0
b2699	465.0	384.0	306.0	246.0	343.0	356.0
b2700	13.0	31.0	26.0	13.0	37.0	33.0
b2701	11.0	30.0	23.0	11.0	23.0	15.0
b2702	15.0	13.0	8.0	2.0	2.0	2.0
b2703	10.0	12.0	5.0	2.0	2.0	2.0
b2704	8.0	6.0	4.0	0.0	2.0	1.0
b2705	32.0	31.0	19.0	5.0	16.0	13.0
b2707	45.0	67.0	70.0	17.0	33.0	45.0
b2709	4.0	16.0	15.0	6.0	9.0	5.0
b2710	4.0	7.0	8.0	7.0	8.0	7.0
b2711	2.0	4.0	4.0	4.0	5.0	3.0
b2712	10.0	8.0	8.0	8.0	11.0	14.0
b2713	10.0	8.0	7.0	11.0	29.0	36.0
b2714	22.0	25.0	22.0	8.0	19.0	15.0
b2715	6.0	8.0	9.0	4.0	6.0	4.0
b2716	10.0	11.0	11.0	12.0	8.0	7.0
b2717	35.0	38.0	36.0	23.0	21.0	22.0
b2718	4.0	6.0	7.0	4.0	4.0	4.0
b2719	2.0	2.0	3.0	3.0	5.0	2.0
b2720	2.0	1.0	1.0	1.0	2.0	1.0
b2721	1.0	1.0	2.0	2.0	5.0	2.0
b2722	1.0	0.0	0.0	1.0	2.0	1.0
b2723	1.0	1.0	1.0	1.0	2.0	2.0
b2724	1.0	0.0	1.0	7.0	8.0	10.0
b2725	5.0	2.0	2.0	37.0	31.0	66.0
b2726	16.0	6.0	6.0	9.0	11.0	28.0
b2727	43.0	18.0	16.0	7.0	21.0	40.0
b2728	8.0	5.0	3.0	2.0	6.0	9.0
b2729	25.0	18.0	14.0	8.0	17.0	23.0
b2730	26.0	24.0	19.0	12.0	20.0	31.0
b2731	10.0	15.0	15.0	11.0	10.0	9.0
b2732	60.0	13.0	13.0	26.0	8.0	28.0
b2733	16.0	34.0	30.0	12.0	25.0	19.0
b2734	6.0	4.0	3.0	1.0	2.0	2.0
b2735	29.0	37.0	38.0	20.0	21.0	31.0
b2736	2.0	3.0	3.0	2.0	2.0	1.0
b2737	3.0	4.0	5.0	3.0	3.0	2.0
